atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
0.00000e+00 0.00000e+00 8.62561e-06 -2.88410e-06 0.00000e+00 2.87267e-06 -2.68893e-26 3.36215e-05 2.56163e-02
2.77778e-05 4.18282e-06 8.64957e-06 1.42444e-05 6.31247e-06 3.03375e-06 6.31247e-06 2.58650e-05 -6.90932e-01
0.00000e+00 0.00000e+00 8.65946e-06 -3.09671e-06 0.00000e+00 3.03897e-06 1.34447e-26 2.79787e-05 -1.02632e+00
1.11111e-04 1.97215e-05 8.65293e-06 7.89605e-05 2.52793e-05 2.12225e-06 9.90152e-06 2.39596e-05 1.19994e+00
0.00000e+00 0.00000e+00 8.63259e-06 -2.42669e-06 0.00000e+00 2.64080e-06 -7.34287e-24 2.72582e-05 2.92776e-02
0.00000e+00 0.00000e+00 8.60129e-06 -2.58882e-06 0.00000e+00 2.57900e-06 7.94063e-24 2.75603e-05 -2.98624e-01
2.77778e-05 4.17484e-06 8.56400e-06 1.51195e-05 6.33066e-06 2.10175e-06 6.32756e-06 2.26383e-05 4.03056e-01
0.00000e+00 0.00000e+00 8.52222e-06 -3.36620e-06 0.00000e+00 3.36057e-06 0.00000e+00 2.51917e-05 -1.54555e+00
0.00000e+00 0.00000e+00 8.47309e-06 -3.12397e-06 0.00000e+00 3.07867e-06 -2.68893e-26 3.11428e-05 8.15433e-01
0.00000e+00 0.00000e+00 8.41344e-06 -2.52028e-06 0.00000e+00 2.46163e-06 5.37786e-26 3.47113e-05 1.82013e+00
1.38889e-04 2.49501e-05 8.32052e-06 8.88983e-05 3.17240e-05 2.74979e-06 1.03259e-05 2.51734e-05 -1.11550e+00
2.77778e-05 4.15240e-06 8.20027e-06 2.51238e-05 6.34829e-06 2.45149e-06 6.34829e-06 2.89647e-05 9.59614e-01
0.00000e+00 0.00000e+00 8.09440e-06 -9.08235e-07 0.00000e+00 2.26153e-06 0.00000e+00 2.76600e-05 -8.15313e-01
2.77778e-05 4.14162e-06 8.00875e-06 1.52065e-05 6.35518e-06 2.17021e-06 6.35518e-06 2.54252e-05 -9.67359e-02
3.33333e-04 6.28583e-05 7.92718e-06 1.58833e-04 7.63032e-05 2.18511e-06 7.90585e-06 2.02055e-05 -1.34002e+00
1.85185e-04 3.44404e-05 7.85216e-06 2.05134e-04 4.24133e-05 2.10542e-06 6.75235e-06 2.84524e-05 8.40271e-01
2.77778e-05 4.12895e-06 7.80312e-06 4.68097e-05 6.36536e-06 2.53299e-06 6.36536e-06 2.95401e-05 6.73389e-01
2.22222e-04 4.12814e-05 7.80498e-06 1.27810e-04 5.09497e-05 2.23344e-06 8.18106e-06 2.23512e-05 -1.61291e+00
5.55556e-05 8.28650e-06 7.86375e-06 7.28727e-05 1.27441e-05 2.09761e-06 1.26190e-05 2.77205e-05 2.44963e+00
2.77778e-05 4.20971e-06 7.98472e-06 2.27324e-05 6.37535e-06 2.17976e-06 5.98359e-06 3.01999e-05 2.12852e+00
0.00000e+00 0.00000e+00 8.15131e-06 -1.64280e-06 0.00000e+00 2.53140e-06 0.00000e+00 3.56001e-05 2.07727e+00
2.77778e-05 4.15508e-06 8.31948e-06 1.44792e-05 6.38191e-06 2.80420e-06 6.37398e-06 2.52589e-05 -1.32867e+00
0.00000e+00 0.00000e+00 8.46083e-06 -2.68958e-06 0.00000e+00 2.65505e-06 0.00000e+00 3.58138e-05 2.27320e+00
0.00000e+00 0.00000e+00 8.56439e-06 -2.21204e-06 0.00000e+00 2.18723e-06 -0.00000e+00 2.46419e-05 -6.24406e-01
0.00000e+00 0.00000e+00 8.63648e-06 -2.50679e-06 0.00000e+00 2.49705e-06 -7.62010e-25 3.46956e-05 8.31436e-01
0.00000e+00 0.00000e+00 8.67566e-06 -2.34589e-06 0.00000e+00 2.30007e-06 7.62010e-25 3.55406e-05 2.29927e+00
0.00000e+00 0.00000e+00 8.68757e-06 -2.33201e-06 0.00000e+00 2.32835e-06 0.00000e+00 3.24690e-05 3.07738e-01
0.00000e+00 0.00000e+00 8.67648e-06 -1.91648e-06 0.00000e+00 1.81485e-06 0.00000e+00 3.44122e-05 3.28294e+00
0.00000e+00 0.00000e+00 8.64274e-06 -2.20652e-06 0.00000e+00 2.15962e-06 0.00000e+00 3.42459e-05 3.76980e+00
0.00000e+00 0.00000e+00 8.58710e-06 -2.87580e-06 0.00000e+00 2.87316e-06 0.00000e+00 3.02878e-05 -1.43232e+00
0.00000e+00 0.00000e+00 8.47779e-06 -2.15281e-06 0.00000e+00 2.11845e-06 0.00000e+00 3.23591e-05 1.94381e+00
0.00000e+00 0.00000e+00 8.32172e-06 -2.15244e-06 0.00000e+00 2.12418e-06 3.97032e-24 2.92685e-05 8.68364e-01
0.00000e+00 0.00000e+00 8.15048e-06 -2.35141e-06 0.00000e+00 2.32480e-06 1.21922e-23 3.29379e-05 5.13592e-01
0.00000e+00 0.00000e+00 7.96355e-06 -2.61765e-06 0.00000e+00 2.61529e-06 0.00000e+00 4.11013e-05 2.11167e+00
0.00000e+00 0.00000e+00 7.76163e-06 -2.94313e-06 0.00000e+00 2.93483e-06 0.00000e+00 3.20427e-05 -2.59147e-01
2.22222e-04 4.05620e-05 7.55607e-06 1.08014e-04 5.11933e-05 1.98954e-06 1.10929e-05 2.34866e-05 -8.87552e-01
1.66667e-04 2.98707e-05 7.35509e-06 1.46061e-04 3.84014e-05 2.25239e-06 1.08066e-05 2.95927e-05 1.08604e+00
0.00000e+00 0.00000e+00 7.19329e-06 2.96273e-05 0.00000e+00 2.52688e-06 0.00000e+00 4.18172e-05 3.82872e+00
0.00000e+00 0.00000e+00 7.10408e-06 3.18845e-06 0.00000e+00 2.09234e-06 0.00000e+00 3.33602e-05 3.05628e+00
2.77778e-05 4.08042e-06 7.04435e-06 1.61523e-05 6.40345e-06 1.60035e-06 6.40145e-06 3.17948e-05 4.14393e+00
1.11111e-04 1.90705e-05 6.98881e-06 7.86011e-05 2.56182e-05 2.21806e-06 1.11130e-05 3.42313e-05 4.83199e-01
2.77778e-05 4.07324e-06 6.93557e-06 1.47496e-05 6.40562e-06 2.40304e-06 6.40413e-06 2.25956e-05 -1.01278e+00
0.00000e+00 0.00000e+00 6.88684e-06 -2.70714e-06 0.00000e+00 2.62966e-06 0.00000e+00 3.15126e-05 7.87483e-01
1.11111e-04 1.91570e-05 6.83889e-06 7.92841e-05 2.56311e-05 1.81214e-06 1.04434e-05 3.12930e-05 3.96786e+00
0.00000e+00 0.00000e+00 6.79210e-06 -2.47337e-06 0.00000e+00 2.64787e-06 6.74954e-23 3.27382e-05 2.19880e+00
2.77778e-05 4.06247e-06 6.74717e-06 1.43300e-05 6.40994e-06 2.88523e-06 6.40499e-06 2.22003e-05 -7.97445e-01
2.22222e-04 4.02401e-05 6.70635e-06 1.07706e-04 5.12881e-05 2.60347e-06 1.03547e-05 2.42708e-05 1.51955e+00
2.77778e-05 4.05602e-06 6.66604e-06 6.44333e-05 6.41209e-06 3.03279e-06 6.41121e-06 2.71940e-05 1.20702e+00
1.38889e-04 2.51726e-05 6.63033e-06 1.07134e-04 3.20658e-05 2.40283e-06 6.23479e-06 2.07836e-05 1.98308e-01
0.00000e+00 0.00000e+00 6.61287e-06 5.54990e-06 0.00000e+00 2.07837e-06 3.97032e-24 3.16110e-05 6.74771e-01
0.00000e+00 0.00000e+00 6.62166e-06 -1.99749e-06 0.00000e+00 2.90599e-06 0.00000e+00 2.18072e-05 -3.70238e+00
1.38889e-04 2.38713e-05 6.65311e-06 9.95066e-05 3.20817e-05 2.28476e-06 1.31114e-05 2.15216e-05 1.72483e+00
3.33333e-04 6.01135e-05 6.69343e-06 1.90386e-04 7.70089e-05 2.73068e-06 1.68574e-05 1.54905e-05 -2.82538e+00
2.77778e-05 4.06146e-06 6.75062e-06 6.64934e-05 6.41792e-06 2.54142e-06 6.41496e-06 1.92340e-05 -2.78748e-01
0.00000e+00 0.00000e+00 6.86043e-06 6.98281e-06 0.00000e+00 2.67564e-06 0.00000e+00 2.98605e-05 3.82894e+00
0.00000e+00 0.00000e+00 7.02539e-06 -9.17659e-07 0.00000e+00 2.04120e-06 0.00000e+00 2.84917e-05 2.15499e+00
2.22222e-04 4.07144e-05 7.20098e-06 1.15307e-04 5.13424e-05 2.59556e-06 9.48683e-06 2.39355e-05 1.56755e+00
0.00000e+00 0.00000e+00 7.35696e-06 4.20025e-05 0.00000e+00 2.55350e-06 1.19553e-25 2.46260e-05 9.76558e-01
0.00000e+00 0.00000e+00 7.50299e-06 4.86806e-06 0.00000e+00 3.11268e-06 6.08264e-24 2.63580e-05 -4.11664e-01
5.55556e-05 8.62688e-06 7.64593e-06 3.52220e-05 1.28354e-05 1.56118e-06 1.07454e-05 3.26591e-05 7.47107e+00
0.00000e+00 0.00000e+00 7.77104e-06 -2.76026e-06 0.00000e+00 2.74158e-06 6.09608e-24 3.09568e-05 1.96365e+00
0.00000e+00 0.00000e+00 7.87350e-06 -3.24094e-06 0.00000e+00 3.18156e-06 0.00000e+00 2.97296e-05 -1.32489e+00
0.00000e+00 0.00000e+00 7.95162e-06 -2.89365e-06 0.00000e+00 2.85036e-06 0.00000e+00 2.33454e-05 -1.78829e-01
2.31481e-04 4.16353e-05 8.00683e-06 1.42515e-04 5.34795e-05 2.69263e-06 1.61681e-05 1.56323e-05 -1.49696e+00
0.00000e+00 0.00000e+00 8.04132e-06 2.13471e-05 0.00000e+00 2.73500e-06 0.00000e+00 3.07575e-05 2.17768e+00
0.00000e+00 0.00000e+00 8.06498e-06 6.21525e-07 0.00000e+00 3.10348e-06 0.00000e+00 2.68939e-05 -3.17149e-01
4.39815e-05 6.54886e-06 8.09190e-06 2.53468e-05 1.01609e-05 2.24128e-06 1.01494e-05 2.14750e-05 1.64839e+00
5.09259e-05 7.89568e-06 8.11769e-06 3.11849e-05 1.17652e-05 1.49645e-06 1.01479e-05 3.00555e-05 4.33557e+00
6.94444e-06 1.03418e-06 8.13386e-06 1.11203e-06 1.60434e-06 3.05080e-06 1.60434e-06 3.39586e-05 1.23088e+00
1.52778e-04 2.68552e-05 8.14236e-06 9.65181e-05 3.52953e-05 3.28096e-06 1.41230e-05 2.07532e-05 -2.11582e+00
2.31481e-06 3.44783e-07 8.14613e-06 8.82926e-06 5.34774e-07 2.85349e-06 5.34774e-07 2.22465e-05 -1.59555e+00
2.31481e-06 3.44779e-07 8.14644e-06 -5.10326e-08 5.34771e-07 2.73279e-06 5.34771e-07 2.38126e-05 -7.87602e-03
1.55093e-04 2.60086e-05 8.14737e-06 1.06115e-04 3.58294e-05 2.02886e-06 2.08166e-05 2.18088e-05 2.42087e+00
8.10185e-05 1.37404e-05 8.14724e-06 5.44783e-05 1.87168e-05 2.57171e-06 1.00788e-05 2.82927e-05 1.75488e+00
1.04167e-04 1.82272e-05 8.15007e-06 7.37255e-05 2.40643e-05 1.95857e-06 1.00643e-05 2.55347e-05 2.53284e+00
4.70679e-06 7.01280e-07 8.16679e-06 -1.96963e-07 1.08734e-06 3.03846e-06 1.08740e-06 2.51933e-05 4.45827e-01
2.31481e-06 3.45031e-07 8.20181e-06 -1.71120e-06 5.34756e-07 3.02029e-06 5.34756e-07 2.46966e-05 -5.98607e-01
0.00000e+00 0.00000e+00 8.24293e-06 -3.29543e-06 0.00000e+00 3.25446e-06 6.09608e-24 2.89632e-05 -4.74285e-01
0.00000e+00 0.00000e+00 8.27606e-06 -2.58773e-06 0.00000e+00 2.50659e-06 0.00000e+00 3.27410e-05 2.28153e+00
2.08333e-05 3.10873e-06 8.29445e-06 9.69816e-06 4.81272e-06 3.14975e-06 4.81272e-06 2.67110e-05 7.17939e-01
0.00000e+00 0.00000e+00 8.29692e-06 -2.76803e-06 0.00000e+00 2.66509e-06 2.68893e-26 3.30590e-05 1.96670e+00
0.00000e+00 0.00000e+00 8.28096e-06 -3.11992e-06 0.00000e+00 3.08365e-06 6.09608e-24 3.06595e-05 2.04670e-01
0.00000e+00 0.00000e+00 8.24981e-06 -3.11027e-06 0.00000e+00 3.06340e-06 0.00000e+00 2.77252e-05 1.43504e+00
0.00000e+00 0.00000e+00 8.20261e-06 -3.44981e-06 0.00000e+00 3.29923e-06 -1.59350e-23 3.31170e-05 2.25774e+00
0.00000e+00 0.00000e+00 8.12394e-06 -3.64295e-06 0.00000e+00 3.55970e-06 1.59350e-23 3.33710e-05 3.22792e-01
1.38889e-04 2.40246e-05 7.98557e-06 9.74022e-05 3.20722e-05 2.78429e-06 1.45350e-05 2.48799e-05 -3.59681e-01
0.00000e+00 0.00000e+00 7.83496e-06 -3.10109e-06 0.00000e+00 3.00530e-06 0.00000e+00 2.61383e-05 2.08045e-01
0.00000e+00 0.00000e+00 7.70370e-06 -3.18996e-06 0.00000e+00 3.07602e-06 1.21787e-23 2.60387e-05 2.10059e-01
2.50000e-04 4.52014e-05 7.59354e-06 1.51007e-04 5.76978e-05 2.83385e-06 1.49675e-05 2.20317e-05 -9.74967e-02
0.00000e+00 0.00000e+00 7.49754e-06 2.75616e-05 0.00000e+00 2.58490e-06 1.58813e-23 3.26317e-05 2.35185e+00
0.00000e+00 0.00000e+00 7.42929e-06 1.74734e-06 0.00000e+00 3.12181e-06 0.00000e+00 2.52752e-05 -9.62654e-01
2.77778e-05 4.11810e-06 7.37435e-06 1.53170e-05 6.40666e-06 2.53517e-06 9.29563e-07 2.80585e-05 -8.83723e-02
1.38889e-04 2.57404e-05 7.32560e-06 9.77418e-05 3.20303e-05 2.52421e-06 9.95518e-06 2.11136e-05 -1.65602e+00
5.55556e-05 9.32246e-06 7.28219e-06 4.41174e-05 1.28097e-05 2.51926e-06 3.71838e-06 2.47422e-05 2.50997e-01
0.00000e+00 0.00000e+00 7.24561e-06 -1.22311e-06 0.00000e+00 2.02422e-06 3.15127e-06 2.39064e-05 2.12806e+00
2.77778e-05 4.09087e-06 7.21879e-06 1.46229e-05 6.40242e-06 2.60253e-06 6.39937e-06 2.02431e-05 3.32479e-01
1.11111e-04 1.87374e-05 7.20005e-06 7.62702e-05 2.56048e-05 2.89699e-06 1.03104e-05 2.44403e-05 -2.33743e+00
0.00000e+00 0.00000e+00 7.18357e-06 -2.19664e-06 0.00000e+00 1.97667e-06 2.85625e-06 2.77735e-05 1.79908e+00
0.00000e+00 0.00000e+00 7.16932e-06 -3.20474e-06 0.00000e+00 3.15040e-06 0.00000e+00 2.59420e-05 -1.11484e-01
0.00000e+00 0.00000e+00 7.15772e-06 -2.82635e-06 0.00000e+00 2.73965e-06 0.00000e+00 2.61487e-05 2.70461e+00
0.00000e+00 0.00000e+00 7.14362e-06 -2.96014e-06 0.00000e+00 2.80213e-06 0.00000e+00 2.79120e-05 3.25300e+00
0.00000e+00 0.00000e+00 7.12284e-06 -3.19407e-06 0.00000e+00 3.03463e-06 0.00000e+00 2.58061e-05 2.22172e-02
2.77778e-05 4.08462e-06 7.09302e-06 1.46594e-05 6.39370e-06 2.50037e-06 6.39268e-06 2.65881e-05 3.42892e+00
0.00000e+00 0.00000e+00 7.05148e-06 -3.08493e-06 0.00000e+00 2.83910e-06 5.97765e-26 3.10596e-05 4.08004e+00
0.00000e+00 0.00000e+00 6.99419e-06 -3.69110e-06 0.00000e+00 3.62269e-06 0.00000e+00 3.08333e-05 -5.08893e-01
0.00000e+00 0.00000e+00 6.89681e-06 -3.48348e-06 0.00000e+00 3.19090e-06 -5.97765e-26 3.31046e-05 4.17569e+00
0.00000e+00 0.00000e+00 6.76631e-06 -3.36241e-06 0.00000e+00 3.25783e-06 1.19553e-25 2.68332e-05 4.44929e-01
0.00000e+00 0.00000e+00 6.62246e-06 -2.90786e-06 0.00000e+00 2.80505e-06 -2.98882e-26 2.55418e-05 2.27598e+00
0.00000e+00 0.00000e+00 6.46808e-06 -2.96788e-06 0.00000e+00 2.49951e-06 5.97765e-26 2.60100e-05 4.34473e+00
0.00000e+00 0.00000e+00 6.30579e-06 -3.13085e-06 0.00000e+00 3.07399e-06 -1.90503e-25 2.37768e-05 -5.50207e-01
0.00000e+00 0.00000e+00 6.13856e-06 -3.43134e-06 0.00000e+00 3.33059e-06 3.81005e-25 2.96419e-05 1.40114e+00
0.00000e+00 0.00000e+00 5.96399e-06 -3.56964e-06 0.00000e+00 3.52920e-06 -1.90503e-25 3.00777e-05 4.90719e-02
0.00000e+00 0.00000e+00 5.78455e-06 -3.34022e-06 0.00000e+00 3.06251e-06 -5.71508e-25 3.13688e-05 3.74924e+00
0.00000e+00 0.00000e+00 5.60107e-06 -3.34442e-06 0.00000e+00 3.28771e-06 6.85809e-24 2.61797e-05 3.15448e-01
0.00000e+00 0.00000e+00 5.41822e-06 -3.44338e-06 0.00000e+00 3.38177e-06 0.00000e+00 2.66227e-05 -7.54578e-01
0.00000e+00 0.00000e+00 5.23435e-06 -2.82884e-06 0.00000e+00 2.70627e-06 -5.37786e-26 2.89273e-05 2.90304e+00
0.00000e+00 0.00000e+00 5.04914e-06 -3.49491e-06 0.00000e+00 3.44127e-06 5.37786e-26 3.13024e-05 1.04539e+00
0.00000e+00 0.00000e+00 4.86355e-06 -3.29418e-06 0.00000e+00 3.16760e-06 0.00000e+00 2.81530e-05 1.95317e+00
0.00000e+00 0.00000e+00 4.68046e-06 -3.44862e-06 0.00000e+00 3.11935e-06 0.00000e+00 2.77165e-05 1.60340e+00
2.22222e-04 3.77187e-05 4.49981e-06 1.25849e-04 5.09742e-05 2.09537e-06 1.54555e-05 2.36015e-05 3.33250e+00
0.00000e+00 0.00000e+00 4.32596e-06 3.02896e-05 0.00000e+00 4.02433e-06 -1.58215e-23 2.93845e-05 -1.36945e+00
8.33333e-05 1.33964e-05 4.17383e-06 6.28816e-05 1.91076e-05 3.26904e-06 9.32892e-06 2.57221e-05 4.79154e-01
0.00000e+00 0.00000e+00 4.05792e-06 -2.89090e-06 0.00000e+00 3.18792e-06 0.00000e+00 2.95568e-05 1.66138e+00
1.94444e-04 3.38172e-05 3.97050e-06 1.21644e-04 4.45663e-05 3.09458e-06 6.86703e-06 2.67061e-05 1.20860e+00
3.05556e-04 5.33092e-05 3.90684e-06 1.68995e-04 7.00184e-05 2.84408e-06 9.30426e-06 2.74856e-05 2.49730e+00
0.00000e+00 0.00000e+00 3.86639e-06 7.76070e-05 0.00000e+00 2.86645e-06 0.00000e+00 2.62958e-05 2.57860e+00
0.00000e+00 0.00000e+00 3.84993e-06 1.26843e-05 0.00000e+00 3.71759e-06 -8.15789e-25 3.05965e-05 3.44648e-01
0.00000e+00 0.00000e+00 3.86497e-06 -1.50529e-06 0.00000e+00 3.73152e-06 8.15789e-25 2.92882e-05 -7.70671e-01
0.00000e+00 0.00000e+00 3.90494e-06 -3.35042e-06 0.00000e+00 3.39142e-06 0.00000e+00 3.18639e-05 3.93318e-01
5.55556e-05 8.47977e-06 3.95375e-06 3.47189e-05 1.27176e-05 3.76453e-06 8.49911e-06 2.25587e-05 -6.55637e+00
9.65571e-06 1.34287e-06 4.00175e-06 2.88734e-06 2.20990e-06 3.11295e-06 2.20990e-06 2.35842e-05 -3.73887e+00
8.33333e-05 1.33491e-05 4.04189e-06 5.72968e-05 1.90687e-05 3.03642e-06 9.42290e-06 2.22441e-05 -2.56532e+00
2.77778e-05 3.95682e-06 4.07443e-06 1.52126e-05 6.35495e-06 2.67610e-06 5.88269e-06 1.95338e-05 -2.65294e+00
0.00000e+00 0.00000e+00 4.10037e-06 -3.30152e-06 0.00000e+00 3.25341e-06 0.00000e+00 2.58770e-05 -2.07286e+00
0.00000e+00 0.00000e+00 4.12045e-06 -2.32114e-06 0.00000e+00 2.26759e-06 -1.90503e-25 2.20433e-05 -1.94406e+00
0.00000e+00 0.00000e+00 4.13609e-06 -3.27716e-06 0.00000e+00 3.17879e-06 1.90503e-25 2.66377e-05 -1.29854e+00
0.00000e+00 0.00000e+00 4.14376e-06 -2.90147e-06 0.00000e+00 2.75318e-06 -9.52513e-26 2.25477e-05 4.29418e-01
1.66667e-04 2.86955e-05 4.14421e-06 1.03068e-04 3.80909e-05 1.94696e-06 8.15938e-06 2.32976e-05 -9.35337e-02
0.00000e+00 0.00000e+00 4.13541e-06 1.81392e-05 0.00000e+00 2.73948e-06 4.34784e-25 2.34312e-05 5.47218e-03
0.00000e+00 0.00000e+00 4.12104e-06 6.91314e-07 0.00000e+00 2.29047e-06 0.00000e+00 2.45990e-05 -7.96010e-01
0.00000e+00 0.00000e+00 4.10509e-06 -2.46323e-06 0.00000e+00 2.53051e-06 -2.68893e-26 2.01549e-05 -4.28997e-01
7.76341e-05 1.14397e-05 4.09030e-06 4.94391e-05 1.77283e-05 2.17925e-06 1.43597e-05 1.75846e-05 -5.10935e-01
0.00000e+00 0.00000e+00 4.07383e-06 -2.73772e-06 0.00000e+00 2.61910e-06 0.00000e+00 2.64155e-05 -1.45621e-01
0.00000e+00 0.00000e+00 4.05336e-06 -2.17376e-06 0.00000e+00 2.05003e-06 0.00000e+00 2.64349e-05 2.11580e-01
1.11111e-04 1.85385e-05 4.03166e-06 8.06117e-05 2.53572e-05 2.75901e-06 8.42460e-06 2.12602e-05 -1.76253e-01
2.77778e-05 3.86873e-06 4.00887e-06 1.48814e-05 6.33689e-06 3.24575e-06 6.33394e-06 2.11389e-05 -2.07240e+00
5.00000e-04 8.84900e-05 3.98590e-06 3.57652e-04 1.14020e-04 1.98134e-06 9.37494e-06 2.02799e-05 -1.03749e+00
0.00000e+00 0.00000e+00 3.98361e-06 3.23753e-05 0.00000e+00 3.20813e-06 0.00000e+00 2.65175e-05 -2.49900e+00
0.00000e+00 0.00000e+00 4.04418e-06 3.56227e-06 0.00000e+00 2.28473e-06 0.00000e+00 2.40368e-05 -1.85174e-01
0.00000e+00 0.00000e+00 4.16033e-06 -2.51431e-06 0.00000e+00 3.02457e-06 0.00000e+00 2.68463e-05 -3.68663e-01
0.00000e+00 0.00000e+00 4.29367e-06 -3.06238e-06 0.00000e+00 2.94327e-06 0.00000e+00 2.24434e-05 -5.76681e-01
0.00000e+00 0.00000e+00 4.41915e-06 -2.49695e-06 0.00000e+00 2.18513e-06 1.27050e-22 2.11941e-05 4.04142e-01
0.00000e+00 0.00000e+00 4.52423e-06 -3.45476e-06 0.00000e+00 3.34167e-06 0.00000e+00 2.46927e-05 -3.21916e+00
1.11111e-04 1.84908e-05 4.60600e-06 8.01903e-05 2.52687e-05 2.35166e-06 1.00091e-05 1.62544e-05 -3.88158e+00
0.00000e+00 0.00000e+00 4.66839e-06 -3.01607e-06 0.00000e+00 2.79987e-06 0.00000e+00 2.35734e-05 -1.13308e+00
0.00000e+00 0.00000e+00 4.71556e-06 -3.31570e-06 0.00000e+00 3.08015e-06 -3.81005e-25 2.25108e-05 -1.33885e+00
0.00000e+00 0.00000e+00 4.75241e-06 -2.37053e-06 0.00000e+00 2.15673e-06 3.81005e-25 2.19359e-05 1.29160e+00
0.00000e+00 0.00000e+00 4.77875e-06 -2.66668e-06 0.00000e+00 2.58355e-06 1.27050e-22 2.14842e-05 -1.82340e+00
0.00000e+00 0.00000e+00 4.79324e-06 -3.07275e-06 0.00000e+00 2.97792e-06 -1.90503e-25 2.68156e-05 -9.58842e-01
0.00000e+00 0.00000e+00 4.79420e-06 -3.05140e-06 0.00000e+00 2.99570e-06 1.90503e-25 2.45870e-05 -1.92465e+00
0.00000e+00 0.00000e+00 4.78342e-06 -3.20925e-06 0.00000e+00 3.02993e-06 0.00000e+00 2.54408e-05 2.48644e+00
5.55556e-05 7.88501e-06 4.75978e-06 3.14519e-05 1.25934e-05 3.32706e-06 1.25934e-05 2.50435e-05 2.90037e+00
0.00000e+00 0.00000e+00 4.72263e-06 -4.02004e-06 0.00000e+00 3.74501e-06 0.00000e+00 3.09797e-05 2.85827e+00
0.00000e+00 0.00000e+00 4.65842e-06 -3.66192e-06 0.00000e+00 3.49147e-06 0.00000e+00 2.67429e-05 -4.42492e-01
0.00000e+00 0.00000e+00 4.57208e-06 -3.37033e-06 0.00000e+00 3.22288e-06 0.00000e+00 2.49104e-05 -3.35322e-01
2.77778e-05 4.02561e-06 4.47578e-06 1.50086e-05 6.28619e-06 2.99760e-06 5.72060e-06 2.21806e-05 7.91961e-02
0.00000e+00 0.00000e+00 4.37251e-06 -3.28266e-06 0.00000e+00 3.09876e-06 0.00000e+00 2.39321e-05 8.63600e-01
7.93651e-06 1.11451e-06 4.26492e-06 2.04277e-06 1.79453e-06 2.96276e-06 1.79453e-06 2.29669e-05 5.98063e-01
1.14087e-05 1.59865e-06 4.15605e-06 4.05920e-06 2.57853e-06 3.12966e-06 2.57853e-06 1.98429e-05 -5.00366e-01
1.14087e-05 1.59457e-06 4.04648e-06 4.63645e-06 2.57742e-06 2.32791e-06 2.57742e-06 2.42048e-05 3.60370e+00
1.14087e-05 1.59028e-06 3.93419e-06 3.59080e-06 2.57631e-06 3.36078e-06 2.57631e-06 2.66005e-05 1.38104e+00
1.14087e-05 1.58581e-06 3.82057e-06 4.15604e-06 2.57519e-06 3.04935e-06 2.57519e-06 2.21565e-05 5.39067e-01
1.14087e-05 1.58134e-06 3.70951e-06 4.03343e-06 2.57407e-06 3.14777e-06 2.57407e-06 2.19442e-05 4.39458e-01
1.14087e-05 1.57680e-06 3.60016e-06 4.36424e-06 2.57294e-06 2.83377e-06 2.57294e-06 2.09657e-05 1.32314e+00
1.14087e-05 1.57224e-06 3.49301e-06 4.22357e-06 2.57180e-06 3.00163e-06 2.57180e-06 2.24709e-05 1.52266e+00
1.14087e-05 1.56763e-06 3.38750e-06 4.70929e-06 2.57066e-06 2.46988e-06 2.57066e-06 2.27141e-05 9.89804e-01
1.14087e-05 1.56281e-06 3.28393e-06 5.11508e-06 2.57042e-06 1.83396e-06 2.57042e-06 2.41988e-05 5.07891e+00
1.14087e-05 1.55794e-06 3.18229e-06 3.89247e-06 2.57017e-06 3.13667e-06 2.57017e-06 1.86284e-05 -1.04703e+00
1.14087e-05 1.55315e-06 3.08488e-06 4.48705e-06 2.56993e-06 2.67343e-06 2.56993e-06 2.13141e-05 1.70640e+00
1.14087e-05 1.54833e-06 2.98971e-06 4.56280e-06 2.56968e-06 2.64128e-06 2.56968e-06 1.97059e-05 3.82447e-01
1.14087e-05 1.54354e-06 2.89767e-06 4.12620e-06 2.56944e-06 3.05705e-06 2.56944e-06 2.15272e-05 -4.81265e-02
1.14087e-05 1.53872e-06 2.80781e-06 3.61773e-06 2.56919e-06 3.68200e-06 2.56919e-06 2.10786e-05 -3.18187e+00
1.14087e-05 1.53390e-06 2.72033e-06 4.07082e-06 2.56894e-06 3.22407e-06 2.56894e-06 2.12603e-05 -1.75351e+00
1.14087e-05 1.52909e-06 2.63535e-06 4.40502e-06 2.56870e-06 2.79653e-06 2.56870e-06 1.87283e-05 4.14534e-01
1.14087e-05 1.52422e-06 2.55207e-06 4.57489e-06 2.56845e-06 2.66907e-06 2.56845e-06 2.11640e-05 9.14124e-01
1.14087e-05 1.51937e-06 2.47141e-06 3.98209e-06 2.56820e-06 3.31042e-06 2.56820e-06 2.13005e-05 -6.50968e-01
1.14087e-05 1.51450e-06 2.39265e-06 3.84705e-06 2.56795e-06 3.46976e-06 2.56795e-06 2.26941e-05 8.25987e-01
1.14087e-05 1.50958e-06 2.31549e-06 4.29428e-06 2.56770e-06 3.02868e-06 2.56770e-06 1.99048e-05 -8.70512e-01
1.14087e-05 1.50468e-06 2.24091e-06 4.36932e-06 2.56745e-06 2.95382e-06 2.56745e-06 2.09189e-05 -2.99372e-01
1.14087e-05 1.49977e-06 2.16820e-06 4.30318e-06 2.56720e-06 2.97399e-06 2.56720e-06 2.00408e-05 1.54561e-01
