01/06/2002-00 0.8423576 422.6812 0.00000 299.7617 0.02096413 100692.6 0.00000000000000000000
01/06/2002-03 0.6640368 422.9246 0.00000 298.5586 0.01952078 100619.7 0.00000000000000000000
01/06/2002-06 0.6449708 416.1021 0.00000 298.4865 0.01990954 100667.4 0.00000000000000000000
01/06/2002-09 0.7851595 415.8868 34.35468 299.5455 0.02128679 100835.8 0.00000000000000000000
01/06/2002-12 0.8615167 430.2075 354.66500 301.6013 0.02372544 100779.9 0.00000000000000000000
01/06/2002-15 0.8740422 429.5932 613.98650 304.6537 0.02844455 100499.8 0.00000000000000000000
01/06/2002-18 0.9009959 437.4884 363.81810 304.6835 0.02893870 100473.3 0.00003703700000000000
01/06/2002-21 0.9423778 438.1012 70.14191 301.6906 0.02419690 100700.5 0.00000000000000000000
01/07/2002-00 0.8405894 420.1424 0.00000 299.8233 0.02122433 100764.2 0.00000000000000000000
01/07/2002-03 0.5956308 420.4449 0.00000 298.3637 0.01935104 100664.0 0.00000000000000000000
01/07/2002-06 0.4756511 421.5242 0.00000 298.2741 0.01940143 100675.5 0.00000000000000000000
01/07/2002-09 0.4806505 421.2582 17.45082 299.5543 0.02092833 100798.5 0.00000000000000000000
01/07/2002-12 0.5216444 433.6472 289.15030 301.6494 0.02353323 100722.6 0.00000000000000000000
01/07/2002-15 0.5986329 433.0595 521.11380 304.5594 0.02813005 100447.6 0.00001851853333333333
01/07/2002-18 0.6863839 433.6260 315.19010 304.2018 0.02810772 100398.3 0.00000000000000000000
01/07/2002-21 0.7848973 434.3574 65.77571 300.5765 0.02285798 100574.6 0.00746296299999999950
01/08/2002-00 0.6989658 412.2503 0.00000 298.7720 0.02042850 100617.2 0.00481481466666666690
01/08/2002-03 0.4285893 412.6656 0.00000 296.6732 0.01802985 100525.1 0.00009259266666666667
01/08/2002-06 0.3436593 417.2629 0.00000 296.1135 0.01752767 100574.1 0.00000000000000000000
01/08/2002-09 0.4441755 417.0659 12.58753 297.0928 0.01856284 100764.3 0.00000000000000000000
01/08/2002-12 0.6487020 419.9969 357.67870 299.9216 0.02185643 100725.2 0.00000000000000000000
01/08/2002-15 0.9572390 419.0783 662.48000 304.5999 0.02870560 100456.8 0.00000000000000000000
01/08/2002-18 1.0651890 432.6917 391.53560 305.4786 0.03016216 100404.8 0.00000000000000000000
01/08/2002-21 0.9725524 433.2951 74.14676 302.5578 0.02508567 100569.1 0.00000000000000000000
01/09/2002-00 0.8499941 416.7327 0.00000 299.0921 0.01990072 100653.9 0.00000000000000000000
01/09/2002-03 0.6975144 417.0091 0.00000 297.7187 0.01833420 100660.4 0.00000000000000000000
01/09/2002-06 0.6618848 408.8430 0.00000 297.2799 0.01833306 100700.7 0.00000000000000000000
01/09/2002-09 0.7431052 408.7548 24.99032 297.7753 0.01869914 100774.8 0.00000000000000000000
01/09/2002-12 0.8826137 420.0627 409.02270 300.6910 0.02124970 100740.4 0.00000000000000000000
01/09/2002-15 1.0804100 419.0323 737.76330 306.0268 0.02844709 100597.4 0.00000000000000000000
01/09/2002-18 1.0440530 436.7543 435.68470 306.8078 0.02999913 100534.2 0.00000000000000000000
01/09/2002-21 0.7735425 437.5063 81.95377 303.0339 0.02453959 100551.0 0.00014814799999999999
01/10/2002-00 0.5732352 417.3153 0.00000 300.2435 0.02134345 100593.3 0.00031481466666666665
01/10/2002-03 0.4431312 417.8313 0.00000 297.5792 0.01860256 100660.6 0.00016666666666666666
01/10/2002-06 0.3813712 412.5110 0.00000 296.9675 0.01829130 100735.0 0.00000000000000000000
01/10/2002-09 0.3879549 412.2121 22.91420 298.4086 0.02015804 100816.3 0.00000000000000000000
01/10/2002-12 0.4974158 423.0343 345.66260 301.0733 0.02366683 100762.7 0.00000000000000000000
01/10/2002-15 0.7097539 422.2633 620.40130 304.9616 0.02956425 100574.2 0.00000000000000000000
01/10/2002-18 0.6749039 433.4214 379.50830 305.1695 0.02952609 100532.0 0.00390740733333333310
01/10/2002-21 0.3928657 434.1453 81.85542 301.6970 0.02362771 100635.9 0.00016666666666666666
01/11/2002-00 0.3086491 417.0560 0.00000 299.3493 0.02001084 100703.0 0.00000000000000000000
01/11/2002-03 0.4222538 417.4566 0.00000 297.3228 0.01765380 100732.8 0.00001851853333333333
01/11/2002-06 0.4797744 424.1135 0.00000 296.8842 0.01753276 100795.6 0.00001851853333333333
01/11/2002-09 0.4812109 423.8652 13.80488 298.0332 0.01914449 100891.5 0.00000000000000000000
01/11/2002-12 0.6208466 415.6834 352.80440 300.6567 0.02281919 100847.6 0.00000000000000000000
01/11/2002-15 0.8986815 414.8781 652.12190 304.7549 0.02903857 100663.9 0.00000000000000000000
01/11/2002-18 1.0100320 428.7075 410.15440 305.1194 0.02910271 100633.0 0.00000000000000000000
01/11/2002-21 0.9548969 429.3907 97.03195 301.7505 0.02384033 100755.1 0.00000000000000000000
01/12/2002-00 0.7590624 419.3400 0.00000 299.1111 0.02068809 100750.3 0.00000000000000000000
01/12/2002-03 0.4225281 419.7068 0.00000 297.3084 0.01852748 100618.7 0.00474074100000000060
01/12/2002-06 0.3883620 419.8262 0.00000 296.9304 0.01773096 100623.1 0.00046296299999999999
01/12/2002-09 0.6565642 419.6154 16.78050 297.9771 0.01891533 100763.4 0.00000000000000000000
01/12/2002-12 0.7332814 420.2754 307.86050 300.7451 0.02291180 100753.6 0.00000000000000000000
01/12/2002-15 0.6185137 419.3838 560.22660 305.2346 0.03000166 100593.8 0.00000000000000000000
01/12/2002-18 0.6402809 423.9352 375.65850 305.4584 0.02997566 100598.8 0.00000000000000000000
01/12/2002-21 0.7985830 424.7622 106.51180 301.4169 0.02313491 100768.7 0.00000000000000000000
01/13/2002-00 0.8003190 415.1060 0.00000 298.7229 0.01910166 100768.9 0.00000000000000000000
01/13/2002-03 0.6454889 415.3586 0.00000 297.4579 0.01781749 100599.5 0.00000000000000000000
01/13/2002-06 0.6234735 411.1716 0.00000 297.4034 0.01849580 100606.1 0.00000000000000000000
01/13/2002-09 0.7342727 410.9253 28.06987 298.5593 0.02007527 100788.5 0.00000000000000000000
01/13/2002-12 0.8408065 426.4326 346.13900 300.9920 0.02294780 100758.9 0.00000000000000000000
01/13/2002-15 0.9430748 425.6960 612.59090 304.7017 0.02853954 100517.1 0.00000000000000000000
01/13/2002-18 1.0082320 435.2244 369.74590 304.9230 0.02920232 100453.7 0.00009259266666666667
01/13/2002-21 1.0362780 435.9125 75.22406 301.6559 0.02351816 100568.8 0.00000000000000000000
01/14/2002-00 0.9404451 425.6164 0.00000 299.2504 0.01914470 100628.6 0.00000000000000000000
01/14/2002-03 0.7207326 425.8546 0.00000 298.1243 0.01772362 100633.5 0.00003703700000000000
01/14/2002-06 0.5945491 414.7668 0.00000 298.1335 0.01853962 100687.1 0.00001851853333333333
01/14/2002-09 0.5618945 414.5158 30.08050 299.2779 0.02034163 100789.2 0.00000000000000000000
01/14/2002-12 0.5657252 427.7751 344.37410 301.3621 0.02318817 100727.6 0.00037037033333333329
01/14/2002-15 0.6060412 427.1587 605.70540 304.3859 0.02806767 100502.2 0.00000000000000000000
01/14/2002-18 0.7072395 431.9766 365.54970 304.2026 0.02827612 100452.0 0.00000000000000000000
01/14/2002-21 0.8693201 432.6670 74.13776 300.8121 0.02307398 100576.8 0.00000000000000000000
01/15/2002-00 0.8185507 417.8143 0.00000 298.5892 0.01970805 100595.1 0.00000000000000000000
01/15/2002-03 0.5549313 418.0520 0.00000 297.3934 0.01834886 100506.7 0.00001851853333333333
01/15/2002-06 0.3942158 418.5545 0.00000 297.3595 0.01875976 100540.9 0.00000000000000000000
01/15/2002-09 0.3364040 418.3362 18.66222 298.4874 0.01989536 100697.4 0.00000000000000000000
01/15/2002-12 0.3966264 429.0503 306.42760 301.0354 0.02224183 100659.2 0.00000000000000000000
01/15/2002-15 0.5748830 428.2711 554.93990 305.0035 0.02783786 100426.3 0.00000000000000000000
01/15/2002-18 0.6491868 432.6122 353.07810 305.3171 0.02901358 100379.3 0.00011111100000000000
01/15/2002-21 0.6195374 433.2771 85.90351 301.9764 0.02396981 100518.2 0.00022222233333333335
01/16/2002-00 0.5595274 422.7449 0.00000 299.6373 0.02057823 100573.8 0.00000000000000000000
01/16/2002-03 0.4691565 423.0348 0.00000 298.1994 0.01901940 100545.9 0.00001851853333333333
01/16/2002-06 0.4146594 409.8741 0.00000 297.8719 0.01916034 100574.5 0.00000000000000000000
01/16/2002-09 0.3960359 409.7006 26.95463 298.6548 0.02039235 100659.6 0.00000000000000000000
01/16/2002-12 0.4809149 420.2271 364.33890 300.8027 0.02330811 100618.5 0.00000000000000000000
01/16/2002-15 0.6692963 419.5337 651.00350 304.3156 0.02870586 100451.2 0.00001851853333333333
01/16/2002-18 0.7893288 428.3161 397.11230 304.3896 0.02874380 100444.5 0.00000000000000000000
01/16/2002-21 0.8410124 429.0047 83.49320 301.0247 0.02325935 100598.4 0.00000000000000000000
01/17/2002-00 0.7626253 409.6572 0.00000 298.4684 0.01948588 100626.6 0.00000000000000000000
01/17/2002-03 0.5541676 410.0629 0.00000 296.3796 0.01717896 100529.0 0.00000000000000000000
01/17/2002-06 0.4576339 416.9225 0.00000 296.1868 0.01737818 100545.7 0.00000000000000000000
01/17/2002-09 0.4730240 416.5745 15.76744 297.8900 0.01948866 100676.7 0.00000000000000000000
01/17/2002-12 0.4999605 417.0136 377.55710 301.1190 0.02368480 100649.4 0.00000000000000000000
01/17/2002-15 0.5384433 416.0935 698.52450 305.8738 0.03119423 100463.7 0.00000000000000000000
01/17/2002-18 0.6809222 430.0877 421.74030 306.1339 0.03141831 100442.4 0.00000000000000000000
01/17/2002-21 0.9273972 430.9676 85.00535 301.8993 0.02384011 100585.4 0.00007407400000000000
01/18/2002-00 0.8863105 418.6921 0.00000 298.8712 0.01889279 100641.3 0.00000000000000000000
01/18/2002-03 0.5576622 419.0610 0.00000 297.1075 0.01678328 100610.2 0.00000000000000000000
01/18/2002-06 0.3957770 410.0781 0.00000 296.8565 0.01701283 100642.8 0.00000000000000000000
01/18/2002-09 0.4006551 409.8112 23.69030 298.1183 0.01876494 100739.1 0.00000000000000000000
01/18/2002-12 0.5625502 419.7908 389.40910 300.8358 0.02245074 100681.6 0.00000000000000000000
01/18/2002-15 0.8814625 418.9525 706.58700 305.0094 0.02884434 100470.3 0.00000000000000000000
01/18/2002-18 1.0257300 433.9414 433.11490 305.3742 0.02926865 100447.5 0.00000000000000000000
01/18/2002-21 0.9953517 434.6694 92.24667 301.9305 0.02336445 100613.0 0.00000000000000000000
01/19/2002-00 0.8789873 420.3408 0.00000 299.4556 0.01934268 100667.0 0.00000000000000000000
01/19/2002-03 0.6766365 420.6768 0.00000 297.7695 0.01753071 100609.2 0.00000000000000000000
01/19/2002-06 0.5194254 414.1979 0.00000 297.5413 0.01810136 100642.9 0.00000000000000000000
01/19/2002-09 0.4073541 413.9326 22.86012 298.7708 0.01991922 100768.0 0.00000000000000000000
01/19/2002-12 0.5842575 420.7543 367.41500 300.9411 0.02270590 100710.9 0.00000000000000000000
01/19/2002-15 1.0501360 420.1371 665.99150 304.0519 0.02737713 100471.4 0.00000000000000000000
01/19/2002-18 1.1594730 427.2550 411.31950 304.0723 0.02752927 100440.6 0.00000000000000000000
01/19/2002-21 0.9122689 427.8702 89.88291 301.0021 0.02299010 100618.4 0.00000000000000000000
01/20/2002-00 0.6442731 415.4561 0.00000 298.6924 0.01999080 100688.3 0.00112962966666666660
01/20/2002-03 0.3554856 415.8486 0.00000 296.7120 0.01783178 100649.7 0.00003703700000000000
01/20/2002-06 0.2812080 408.8149 0.00000 296.5670 0.01787426 100680.0 0.00000000000000000000
01/20/2002-09 0.4214404 408.4748 22.45464 298.2574 0.01990922 100779.1 0.00000000000000000000
01/20/2002-12 0.5885699 424.6758 315.56560 300.9104 0.02336794 100734.6 0.00000000000000000000
01/20/2002-15 0.7825967 423.9641 566.84030 304.5263 0.02877866 100546.4 0.00000000000000000000
01/20/2002-18 0.8654731 431.7363 361.50940 304.8609 0.02900593 100545.4 0.00000000000000000000
01/20/2002-21 0.8371989 432.3502 87.78019 301.9142 0.02388016 100731.6 0.00000000000000000000
01/21/2002-00 0.7653552 415.2249 0.00000 299.1934 0.01968265 100794.1 0.00000000000000000000
01/21/2002-03 0.6499420 415.6465 0.00000 297.1058 0.01730201 100733.1 0.00000000000000000000
01/21/2002-06 0.5693320 404.8362 0.00000 296.6621 0.01724645 100782.9 0.00000000000000000000
01/21/2002-09 0.5235251 404.5976 24.63165 297.8622 0.01873035 100943.6 0.00000000000000000000
01/21/2002-12 0.6580464 419.4012 380.53370 300.6704 0.02214438 100887.8 0.00000000000000000000
01/21/2002-15 0.9728959 418.5459 688.63590 305.0868 0.02827266 100615.6 0.00000000000000000000
01/21/2002-18 1.0023320 430.0830 432.21380 305.3942 0.02787671 100565.9 0.00027777766666666669
01/21/2002-21 0.7463541 430.8791 99.47987 301.5927 0.02179760 100738.7 0.00000000000000000000
01/22/2002-00 0.6167268 422.5620 0.00000 298.9312 0.01834640 100823.3 0.00000000000000000000
01/22/2002-03 0.6134499 422.7239 0.00000 297.9740 0.01764412 100820.1 0.00000000000000000000
01/22/2002-06 0.6095568 415.0154 0.00000 297.9882 0.01853810 100833.6 0.00000000000000000000
01/22/2002-09 0.6050476 414.7967 23.01955 298.9741 0.02019092 100863.7 0.00000000000000000000
01/22/2002-12 0.6744028 423.9544 353.52660 301.1384 0.02310691 100833.3 0.00000000000000000000
01/22/2002-15 0.8176224 423.2841 639.82600 304.4811 0.02816303 100742.2 0.00000000000000000000
01/22/2002-18 0.9001036 433.0655 393.72380 304.4784 0.02809874 100712.8 0.00003703700000000000
01/22/2002-21 0.9218464 433.7560 84.40487 301.1301 0.02285580 100744.9 0.00000000000000000000
01/23/2002-00 0.7483793 413.7462 0.00000 298.7212 0.01942561 100757.5 0.00000000000000000000
01/23/2002-03 0.3797024 414.2494 0.00000 296.1830 0.01657808 100750.0 0.00000000000000000000
01/23/2002-06 0.3051825 407.0768 0.00000 296.1007 0.01664898 100775.9 0.00000000000000000000
01/23/2002-09 0.5248196 406.6013 26.32633 298.4742 0.01954302 100834.9 0.00000000000000000000
01/23/2002-12 0.6901656 422.4203 367.21220 301.3769 0.02380871 100770.4 0.00001851853333333333
01/23/2002-15 0.8012207 421.7359 660.21500 304.8088 0.02948215 100582.4 0.00000000000000000000
01/23/2002-18 0.8589005 429.9986 403.37650 304.8858 0.02961862 100560.5 0.00000000000000000000
01/23/2002-21 0.8632054 430.6725 84.04738 301.6080 0.02402299 100704.9 0.00000000000000000000
01/24/2002-00 0.8601530 410.2161 0.00000 299.0337 0.01990096 100754.1 0.00000000000000000000
01/24/2002-03 0.8497432 410.6609 0.00000 296.8297 0.01721164 100708.0 0.00000000000000000000
01/24/2002-06 0.8769833 403.1191 0.00000 296.0650 0.01660213 100702.8 0.00000000000000000000
01/24/2002-09 0.9418736 403.0004 24.93961 296.7400 0.01706981 100738.5 0.00000000000000000000
01/24/2002-12 1.0921500 414.6812 430.82700 299.6499 0.01960612 100664.9 0.00000000000000000000
01/24/2002-15 1.3278130 413.6750 786.55860 304.7947 0.02673470 100481.9 0.00000000000000000000
01/24/2002-18 1.2890210 432.4507 473.89220 305.7172 0.02963882 100454.4 0.00000000000000000000
01/24/2002-21 0.9757729 433.1293 93.22105 302.4173 0.02417743 100582.5 0.00000000000000000000
01/25/2002-00 0.8107546 422.2714 0.00000 299.4407 0.01881910 100601.0 0.00000000000000000000
01/25/2002-03 0.7939658 422.4930 0.00000 298.3423 0.01756810 100510.5 0.00000000000000000000
01/25/2002-06 0.8231450 409.4393 0.00000 298.1134 0.01852740 100557.3 0.00000000000000000000
01/25/2002-09 0.8982922 409.2885 27.04613 298.7541 0.01975845 100741.5 0.00000000000000000000
01/25/2002-12 0.9854808 425.0269 356.00870 300.8289 0.02216547 100719.9 0.00000000000000000000
01/25/2002-15 1.0847110 424.3327 637.67260 304.3379 0.02729037 100492.6 0.00018518533333333333
01/25/2002-18 1.1149910 429.5908 398.03650 304.4720 0.02779263 100421.2 0.00001851853333333333
01/25/2002-21 1.0763210 430.2470 89.32645 301.2314 0.02280635 100505.6 0.00000000000000000000
01/26/2002-00 1.0271990 412.2811 0.00000 299.2336 0.01973819 100540.2 0.00000000000000000000
01/26/2002-03 0.9676241 412.6266 0.00000 297.4712 0.01777211 100524.7 0.00000000000000000000
01/26/2002-06 0.9598853 406.5358 0.00000 296.8342 0.01756106 100586.1 0.00000000000000000000
01/26/2002-09 1.0039830 406.4230 22.70232 297.3228 0.01843377 100724.6 0.00000000000000000000
01/26/2002-12 1.0560100 415.3542 388.60710 299.8743 0.02178725 100696.1 0.00005555566666666667
01/26/2002-15 1.1159660 414.4565 709.65660 304.4888 0.02850544 100500.7 0.00003703700000000000
01/26/2002-18 1.1275510 427.4759 455.07420 305.2824 0.02921438 100465.4 0.00014814799999999999
01/26/2002-21 1.0907650 428.0871 111.32240 302.2550 0.02428239 100590.2 0.00000000000000000000
01/27/2002-00 0.9307001 413.6934 0.00000 299.4131 0.02064131 100619.7 0.00000000000000000000
01/27/2002-03 0.6473563 414.0607 0.00000 297.5185 0.01855456 100554.5 0.00000000000000000000
01/27/2002-06 0.4922848 410.1763 0.00000 297.1790 0.01830308 100598.2 0.00000000000000000000
01/27/2002-09 0.4654858 409.9413 23.76573 298.3945 0.01976074 100751.0 0.00014814799999999999
01/27/2002-12 0.6385434 422.7960 374.44020 300.8789 0.02297008 100732.9 0.00000000000000000000
01/27/2002-15 1.0114580 422.0409 680.32940 304.6320 0.02872577 100543.8 0.00000000000000000000
01/27/2002-18 1.1135060 430.1557 428.66980 304.9616 0.02936730 100501.3 0.00000000000000000000
01/27/2002-21 0.9446892 430.7933 99.01491 301.8677 0.02422698 100605.4 0.00096296299999999995
01/28/2002-00 0.8203157 417.9394 0.00000 299.3592 0.02033987 100642.9 0.00000000000000000000
01/28/2002-03 0.7403859 418.2265 0.00000 297.9539 0.01862486 100614.0 0.00000000000000000000
01/28/2002-06 0.6575578 409.8696 0.00000 297.5499 0.01850155 100649.9 0.00000000000000000000
01/28/2002-09 0.5718315 409.7469 23.97386 298.1471 0.01915910 100750.4 0.00020370366666666668
01/28/2002-12 0.5564413 425.2493 366.58080 300.7089 0.02193564 100682.0 0.00072222233333333339
01/28/2002-15 0.6113873 424.3446 664.98400 305.2352 0.02884516 100444.7 0.00000000000000000000
01/28/2002-18 0.7135409 430.5850 407.13140 305.5739 0.03039258 100409.9 0.00000000000000000000
01/28/2002-21 0.8629017 431.3688 84.75428 301.7248 0.02402878 100577.7 0.00000000000000000000
01/29/2002-00 0.8099744 420.3204 0.00000 299.0504 0.01943772 100609.3 0.00000000000000000000
01/29/2002-03 0.5547589 420.7155 0.00000 297.1725 0.01708490 100504.7 0.00000000000000000000
01/29/2002-06 0.4912932 412.7359 0.00000 296.9358 0.01720039 100503.8 0.00000000000000000000
01/29/2002-09 0.6195775 412.4425 21.96899 298.3402 0.01904052 100606.7 0.00000000000000000000
01/29/2002-12 0.6801938 425.6544 347.51650 301.0943 0.02277765 100560.0 0.00000000000000000000
01/29/2002-15 0.6731421 424.8229 632.09460 305.1982 0.02930594 100363.7 0.00000000000000000000
01/29/2002-18 0.7427161 432.0236 397.90650 305.4810 0.03000975 100339.6 0.00000000000000000000
01/29/2002-21 0.8889157 432.7524 91.35944 301.9430 0.02415000 100487.6 0.00005555566666666667
01/30/2002-00 0.8843096 420.2960 0.00000 299.5777 0.02040253 100511.7 0.00000000000000000000
01/30/2002-03 0.7288978 420.5226 0.00000 298.4867 0.01916131 100411.8 0.00000000000000000000
01/30/2002-06 0.6801451 413.4276 0.00000 298.2995 0.01954031 100463.5 0.00000000000000000000
01/30/2002-09 0.7380517 413.2682 22.22702 299.0160 0.02050641 100666.9 0.00000000000000000000
01/30/2002-12 0.8149394 429.8056 322.69440 300.9138 0.02259046 100655.9 0.00009259266666666667
01/30/2002-15 0.9108083 429.1870 583.55240 303.9928 0.02719142 100430.5 0.00000000000000000000
01/30/2002-18 0.9620999 430.1342 371.72880 304.0728 0.02793583 100371.2 0.00000000000000000000
01/30/2002-21 0.9688144 430.7327 88.64378 301.1539 0.02323267 100477.9 0.00000000000000000000
01/31/2002-00 0.9126793 423.9021 0.00000 299.2727 0.01978736 100530.5 0.00000000000000000000
01/31/2002-03 0.7936949 424.1342 0.00000 298.1805 0.01829773 100528.7 0.00000000000000000000
01/31/2002-06 0.6893477 413.7403 0.00000 297.8481 0.01835952 100596.4 0.00000000000000000000
01/31/2002-09 0.5996377 413.6455 24.29842 298.2756 0.01897014 100733.5 0.00000000000000000000
01/31/2002-12 0.7674275 420.8455 387.96270 300.4608 0.02147450 100687.9 0.00000000000000000000
01/31/2002-15 1.1927170 420.0720 706.53410 304.4040 0.02715142 100459.6 0.00000000000000000000
01/31/2002-18 1.2917830 428.2812 444.56300 304.7820 0.02803302 100418.2 0.00087037033333333335
01/31/2002-21 1.0646260 428.9357 101.69330 301.5948 0.02281047 100563.8 0.00000000000000000000
02/01/2002-00 0.8189513 421.1755 0.00000 298.5752 0.01815846 100599.3 0.00000000000000000000
02/01/2002-03 0.6385243 421.4517 0.00000 297.2013 0.01669574 100519.1 0.00000000000000000000
02/01/2002-06 0.5992739 409.3011 0.00000 296.9760 0.01721088 100581.7 0.00000000000000000000
02/01/2002-09 0.7012002 409.1149 22.14314 297.8992 0.01829381 100786.9 0.00000000000000000000
02/01/2002-12 0.7818217 428.6500 315.62830 300.4078 0.02063722 100794.2 0.00000000000000000000
02/01/2002-15 0.8411384 427.8315 570.34640 304.5016 0.02640740 100603.3 0.00016666666666666666
02/01/2002-18 0.8666627 435.2361 353.14940 304.8505 0.02803302 100534.3 0.00001851853333333333
02/01/2002-21 0.8583943 435.9028 76.28818 301.4543 0.02343169 100587.2 0.00014814799999999999
02/02/2002-00 0.7654879 424.6992 0.00000 299.2299 0.02053479 100632.6 0.00000000000000000000
02/02/2002-03 0.5879436 425.0045 0.00000 297.7293 0.01870900 100670.6 0.00000000000000000000
02/02/2002-06 0.5003999 416.1961 0.00000 297.2812 0.01808901 100770.0 0.00000000000000000000
02/02/2002-09 0.5028570 416.0870 17.75020 297.8859 0.01853796 100930.9 0.00000000000000000000
02/02/2002-12 0.6396310 422.4095 338.26950 299.9651 0.02068868 100870.9 0.00000000000000000000
02/02/2002-15 0.9107219 421.7018 623.08970 303.5190 0.02576125 100589.9 0.00000000000000000000
02/02/2002-18 0.9723191 434.0160 377.67360 303.9022 0.02715189 100535.1 0.00001851853333333333
02/02/2002-21 0.8244225 434.5902 75.10319 301.1149 0.02281812 100706.5 0.00001851853333333333
02/03/2002-00 0.7506098 419.0100 0.00000 298.7320 0.01883593 100806.7 0.00000000000000000000
02/03/2002-03 0.7508810 419.3182 0.00000 297.2433 0.01709688 100836.0 0.00000000000000000000
02/03/2002-06 0.6778587 413.9338 0.00000 296.9050 0.01735961 100881.1 0.00000000000000000000
02/03/2002-09 0.5315428 413.7464 21.39471 297.7172 0.01869161 100942.1 0.00000000000000000000
02/03/2002-12 0.5360889 417.9896 351.90220 300.3467 0.02223226 100864.9 0.00000000000000000000
02/03/2002-15 0.6914972 417.1139 642.65610 304.7937 0.02882669 100649.6 0.00001851853333333333
02/03/2002-18 0.7415627 431.2351 397.44910 305.0707 0.02871211 100594.9 0.00005555566666666667
02/03/2002-21 0.6862855 432.0275 85.30054 301.1779 0.02281859 100700.8 0.00124074066666666670
02/04/2002-00 0.5563464 418.9052 0.00000 298.0824 0.01928138 100784.2 0.00064814833333333335
02/04/2002-03 0.3517454 419.2588 0.00000 296.2997 0.01744086 100845.5 0.00000000000000000000
