Date-Time wind dlwrf dswrf tas shum pres ppt
06/23/1998-18 1.0010250 421.5823 387.63800 305.9305 0.02710341 100751.2 0.8523217
06/23/1998-21 0.9457390 422.3902 90.69991 301.8097 0.02133125 100905.8 0.0000000
06/24/1998-00 0.8736882 408.9742 0.00000 298.4439 0.01845459 100927.1 0.0000000
06/24/1998-03 0.7848724 409.2961 0.00000 296.6067 0.01700349 100815.7 0.0000000
06/24/1998-06 0.7692559 403.3730 0.00000 296.3384 0.01677497 100846.2 0.0000000
06/24/1998-09 0.8268385 403.1208 22.65227 297.6389 0.01807333 101018.6 0.0000000
06/24/1998-12 0.9255121 412.6698 356.73280 300.6932 0.02151636 100994.7 0.0000000
06/24/1998-15 1.0652770 411.8038 635.61850 305.5010 0.02765912 100774.6 0.0000000
06/24/1998-18 1.1099590 422.8757 387.96200 305.7065 0.02646019 100748.4 0.0000000
06/24/1998-21 1.0595580 423.7264 86.42400 301.3096 0.02049248 100916.1 0.0000000
06/25/1998-00 0.9596818 412.0783 0.00000 298.7266 0.01864249 100969.2 0.0000000
06/25/1998-03 0.8103298 412.3032 0.00000 297.3382 0.01775794 100907.1 0.0000000
06/25/1998-06 0.7892412 408.3277 0.00000 296.9987 0.01759245 100969.3 0.0000000
06/25/1998-09 0.8964161 408.1866 20.11160 297.7079 0.01845445 101155.7 0.0000000
06/25/1998-12 1.0487510 411.1100 346.44160 300.2575 0.02154654 101111.8 0.0000000
06/25/1998-15 1.2462460 410.3185 621.16690 304.6475 0.02714582 100837.6 0.0000000
06/25/1998-18 1.3014220 417.9604 386.39600 304.5822 0.02542917 100791.1 0.0000000
06/25/1998-21 1.2142810 418.8484 91.55914 300.0618 0.01930828 100972.2 0.0000000
06/26/1998-00 1.0653490 405.3951 0.00000 297.4548 0.01728499 101008.5 0.0000000
06/26/1998-03 0.8546280 405.6814 0.00000 295.7867 0.01604600 100899.7 0.0000000
06/26/1998-06 0.7897847 398.7110 0.00000 295.4272 0.01581460 100911.0 0.0000000
06/26/1998-09 0.8708191 398.5354 23.09956 296.3762 0.01677065 101042.6 0.0000000
06/26/1998-12 0.9738476 406.0884 369.25810 299.6534 0.02036806 101002.2 0.0000000
06/26/1998-15 1.0988700 405.0466 659.16960 305.2590 0.02752375 100789.9 0.0000000
06/26/1998-18 1.1055260 415.8203 409.47030 305.8662 0.02692772 100749.7 0.0000000
06/26/1998-21 0.9938153 416.6595 96.45917 301.4750 0.02102970 100881.5 0.0000000
06/27/1998-00 0.8845216 407.7769 0.00000 297.9221 0.01831111 100910.0 0.0000000
06/27/1998-03 0.7776450 408.1284 0.00000 295.9717 0.01677399 100835.5 0.0000000
06/27/1998-06 0.7649363 404.5369 0.00000 295.4342 0.01606985 100858.5 0.0000000
06/27/1998-09 0.8463955 404.3815 20.38362 296.3095 0.01673112 100979.1 0.0000000
06/27/1998-12 0.9511718 409.9027 372.90240 299.7259 0.02027255 100937.7 0.0000000
06/27/1998-15 1.0792650 408.7990 671.59410 305.6833 0.02798096 100734.2 0.0000000
06/27/1998-18 1.1109720 421.9831 418.56440 306.4867 0.02807753 100706.4 0.0000000
06/27/1998-21 1.0462910 422.8124 99.48912 302.1360 0.02200646 100854.2 0.0000000
06/28/1998-00 0.9005232 408.7108 0.00000 299.0083 0.01941160 100897.2 0.0000000
06/28/1998-03 0.6736678 409.1748 0.00000 296.4256 0.01717030 100835.0 0.0000000
06/28/1998-06 0.5736287 404.0375 0.00000 295.5681 0.01641491 100872.1 0.0000000
06/28/1998-09 0.6004056 403.8810 20.80600 296.4359 0.01729451 101008.5 0.0000000
06/28/1998-12 0.6767756 412.9285 333.03590 299.3708 0.02051007 100987.8 0.0000000
06/28/1998-15 0.8027388 412.0023 594.94840 304.3731 0.02666944 100809.9 0.0000000
06/28/1998-18 0.8413747 423.2548 368.43190 305.0333 0.02603787 100784.0 0.0000000
06/28/1998-21 0.7926833 423.9852 85.71339 301.3514 0.02059828 100910.2 0.0000000
06/29/1998-00 0.6933760 408.3683 0.00000 298.3437 0.01769396 100958.3 0.0000000
06/29/1998-03 0.5434529 408.8478 0.00000 295.7767 0.01552292 100927.9 0.0000000
06/29/1998-06 0.4695087 402.2317 0.00000 295.1811 0.01529067 100967.6 0.0000000
06/29/1998-09 0.4715435 401.9511 19.87672 296.5568 0.01692302 101077.3 0.0000000
06/29/1998-12 0.5950150 411.0162 326.45790 299.7610 0.02084381 101036.3 0.0000000
06/29/1998-15 0.8399233 410.0900 584.46240 304.7937 0.02720639 100844.7 0.0000000
06/29/1998-18 0.9248454 418.3787 369.00270 305.2630 0.02580167 100806.6 0.0000000
06/29/1998-21 0.8497813 419.1487 91.12145 301.1689 0.02049537 100922.1 0.0000000
06/30/1998-00 0.7777324 416.0770 0.00000 298.0302 0.01871724 100956.4 0.0000000
06/30/1998-03 0.7086987 416.2452 0.00000 297.0224 0.01828990 100910.3 0.0000000
06/30/1998-06 0.6618662 410.9842 0.00000 296.6754 0.01762411 100951.2 0.0000000
06/30/1998-09 0.6372349 410.9365 14.34154 296.9892 0.01780180 101078.9 0.0000000
06/30/1998-12 0.5805304 414.7878 314.56630 299.6819 0.02093914 101075.8 0.0000000
06/30/1998-15 0.4917530 413.8423 572.54490 304.7535 0.02726164 100941.9 0.0000000
06/30/1998-18 0.5051417 426.8903 356.51610 305.4783 0.02640096 100928.3 0.0000000
06/30/1998-21 0.6206965 427.6144 84.19593 301.8562 0.02109958 101035.1 0.0000000
07/01/1998-00 0.6932001 412.7817 0.00000 298.7454 0.01817206 101043.8 0.0000000
07/01/1998-03 0.7226526 413.0570 0.00000 297.1578 0.01725390 100930.2 0.0000000
07/01/1998-06 0.6828976 404.3526 0.00000 296.6563 0.01757939 100935.3 0.0000000
07/01/1998-09 0.5739352 404.2346 21.84422 297.2410 0.01846462 101059.1 0.0000000
07/01/1998-12 0.5104132 414.7248 365.62320 300.1841 0.02164726 101023.3 0.0000000
07/01/1998-15 0.4923316 413.7672 655.92970 305.4854 0.02841281 100827.9 0.0000000
07/01/1998-18 0.5527320 428.2242 397.39870 306.0777 0.02758053 100800.8 4.2120350
07/01/1998-21 0.6916143 429.0320 85.24795 301.9612 0.02135744 100942.0 0.0000000
07/02/1998-00 0.7145067 412.2171 0.00000 299.1956 0.01876158 100984.9 0.0000000
07/02/1998-03 0.6214095 412.5625 0.00000 297.3120 0.01715358 100929.2 0.0000000
07/02/1998-06 0.6260564 403.3388 0.00000 296.6245 0.01666147 100917.6 0.0000000
07/02/1998-09 0.7284474 403.2235 23.77367 297.1333 0.01755060 100950.2 0.0000000
07/02/1998-12 0.8827019 407.3885 392.72480 299.9229 0.02138691 100917.0 0.0000000
07/02/1998-15 1.0888200 406.4447 704.24840 304.9934 0.02746730 100818.1 0.0000000
07/02/1998-18 1.0825750 418.5653 439.32960 305.2809 0.02435137 100782.4 0.0000000
07/02/1998-21 0.8639668 419.4719 104.03240 300.7854 0.01841485 100809.8 0.0000000
07/03/1998-00 0.7403566 404.4915 0.00000 298.3607 0.01777421 100812.8 0.0000000
07/03/1998-03 0.7117441 404.7569 0.00000 296.6620 0.01706327 100790.6 0.0000000
07/03/1998-06 0.6944777 406.9102 0.00000 296.1454 0.01689659 100843.3 0.0000000
07/03/1998-09 0.6885576 406.7654 16.46275 296.8108 0.01782260 100971.1 0.0000000
07/03/1998-12 0.7195008 411.4211 346.34250 299.1582 0.02067038 100935.4 0.0000000
07/03/1998-15 0.7873076 410.6629 629.86290 303.1875 0.02565442 100736.4 0.0000000
07/03/1998-18 0.7901486 424.2407 387.53590 303.7948 0.02514023 100657.4 0.0000000
07/03/1998-21 0.7280236 424.8036 87.55281 300.9801 0.02119524 100698.5 0.0000000
07/04/1998-00 0.6262378 408.4391 0.00000 298.4895 0.01912735 100751.2 0.0000000
07/04/1998-03 0.4847907 408.7566 0.00000 296.7207 0.01757148 100815.9 0.0000000
07/04/1998-06 0.4552442 400.1239 0.00000 296.4006 0.01722972 100912.9 0.0000000
07/04/1998-09 0.5375984 399.9021 23.08862 297.5290 0.01853940 101042.4 0.0000000
07/04/1998-12 0.6323650 411.8221 349.13500 299.7971 0.02148531 101021.5 0.0000000
07/04/1998-15 0.7395440 411.1777 622.69680 303.2050 0.02583773 100850.0 0.0000000
07/04/1998-18 0.7240285 424.4352 383.88900 303.6243 0.02522955 100793.3 0.0000000
07/04/1998-21 0.5858188 424.9627 87.23859 301.0551 0.02127772 100851.3 0.0000000
07/05/1998-00 0.4730828 410.8517 0.00000 298.3351 0.01830932 100858.9 0.0000000
07/05/1998-03 0.3858206 411.2007 0.00000 296.5338 0.01667858 100816.6 0.0000000
07/05/1998-06 0.3793211 406.0429 0.00000 296.4092 0.01685614 100859.1 0.0000000
07/05/1998-09 0.4535844 405.7352 16.78485 297.9616 0.01848154 100986.3 0.0000000
07/05/1998-12 0.6640387 419.6880 324.48120 300.7260 0.02136367 100981.2 0.0000000
07/05/1998-15 1.0106840 418.9461 587.90010 304.7024 0.02617173 100843.9 0.0000000
07/05/1998-18 1.1447400 427.8242 380.32190 305.1048 0.02568363 100822.3 0.0000000
07/05/1998-21 1.0662050 428.4383 100.11810 301.9333 0.02155023 100916.3 0.0000000
07/06/1998-00 0.8587095 403.2164 0.00000 299.3786 0.01967386 100939.7 0.0000000
07/06/1998-03 0.5222532 403.7907 0.00000 296.3088 0.01694281 100891.6 0.0000000
07/06/1998-06 0.4152456 396.4610 0.00000 295.3611 0.01619077 100926.5 0.0000000
07/06/1998-09 0.5376868 396.2396 20.95590 296.5353 0.01741217 101044.4 0.0000000
07/06/1998-12 0.6593422 406.5079 371.84230 299.5374 0.02069043 101017.5 0.0000000
07/06/1998-15 0.7802117 405.6258 670.64290 304.3673 0.02631249 100845.7 0.0000000
07/06/1998-18 0.8291805 415.1827 421.73300 304.7276 0.02464740 100802.8 0.0000000
07/06/1998-21 0.8062483 416.0092 101.97660 300.6181 0.01891815 100889.0 0.0000000
07/07/1998-00 0.7417471 415.3620 0.00000 298.0344 0.01693378 100947.3 0.0000000
07/07/1998-03 0.6356770 415.5074 0.00000 297.0308 0.01657136 100977.9 0.0000000
07/07/1998-06 0.6530649 404.6465 0.00000 296.8633 0.01697812 101041.7 0.0000000
07/07/1998-09 0.7939109 404.4907 20.72797 297.5317 0.01816532 101138.6 0.0000000
07/07/1998-12 0.8634312 408.1961 354.12810 299.7851 0.02126440 101070.3 0.0000000
07/07/1998-15 0.8616258 407.4935 637.44780 303.6236 0.02594094 100836.6 0.0000000
07/07/1998-18 0.8076759 417.9949 398.38000 303.8018 0.02408084 100796.0 0.0000000
07/07/1998-21 0.7015817 418.6904 94.33237 300.3196 0.01921564 100948.5 2.7184050
07/08/1998-00 0.6200984 404.7522 0.00000 297.8760 0.01744277 100948.7 0.0000000
07/08/1998-03 0.5632262 405.0134 0.00000 296.3141 0.01653505 100796.5 0.0000000
07/08/1998-06 0.5495782 399.2333 0.00000 296.0625 0.01680045 100790.1 0.0000000
07/08/1998-09 0.5791546 399.0102 20.74844 297.1210 0.01826794 100929.3 0.0000000
07/08/1998-12 0.6352010 413.8706 346.36400 299.6523 0.02150899 100897.9 0.0000000
07/08/1998-15 0.7177174 413.1317 622.78350 303.6563 0.02663577 100695.8 0.0000000
07/08/1998-18 0.8059767 425.3432 385.32080 304.2200 0.02590072 100644.0 0.0000000
07/08/1998-21 0.8999789 425.9045 88.15290 301.3433 0.02172194 100742.5 0.0000000
07/09/1998-00 0.8490266 414.0916 0.00000 298.6243 0.01938256 100805.3 0.8762625
07/09/1998-03 0.6531199 414.2702 0.00000 297.5858 0.01850544 100833.0 0.0000000
07/09/1998-06 0.5033458 410.7239 0.00000 297.5631 0.01821763 100883.6 0.0000000
07/09/1998-09 0.3997045 410.5165 20.93524 298.5562 0.01955096 100957.0 0.0000000
07/09/1998-12 0.4813741 416.9257 329.50140 300.8439 0.02323334 100934.2 1.7923550
07/09/1998-15 0.7483546 416.2363 590.27130 304.4261 0.02828126 100815.2 1.1749880
07/09/1998-18 0.8618963 427.4621 366.27360 304.4670 0.02653404 100801.9 0.0000000
07/09/1998-21 0.8219991 428.2051 84.56848 300.9666 0.02068844 100894.5 0.0000000
07/10/1998-00 0.7757777 400.9315 0.00000 298.5612 0.01761572 100918.5 0.0000000
07/10/1998-03 0.7232320 401.4265 0.00000 295.9435 0.01516849 100873.1 0.6671544
07/10/1998-06 0.6712304 400.4588 0.00000 295.1169 0.01491058 100910.2 0.0000000
07/10/1998-09 0.6197729 400.2570 21.86924 296.0811 0.01618711 101030.0 0.0000000
07/10/1998-12 0.6857945 403.4377 384.83930 299.4830 0.02018952 101000.0 0.8264748
07/10/1998-15 0.8692952 402.4263 694.37290 305.3226 0.02680910 100820.1 0.0000000
07/10/1998-18 0.9045539 418.2673 439.10750 305.8287 0.02374187 100770.3 0.0000000
07/10/1998-21 0.7915704 419.1917 107.70470 301.0014 0.01741141 100850.7 0.0000000
07/11/1998-00 0.7050669 404.9908 0.00000 297.4134 0.01558653 100894.5 0.0000000
07/11/1998-03 0.6450433 405.2013 0.00000 295.9276 0.01529194 100902.6 0.0000000
07/11/1998-06 0.6081671 398.1729 0.00000 295.6300 0.01569284 100954.4 0.0000000
07/11/1998-09 0.5944384 397.9983 22.36396 296.5205 0.01682926 101050.0 0.0000000
07/11/1998-12 0.7549170 409.2429 394.14740 300.0570 0.02061222 101026.3 0.0000000
07/11/1998-15 1.0896030 408.1522 711.46880 306.2396 0.02770516 100883.2 0.0000000
07/11/1998-18 1.1210990 424.9338 441.53850 306.9890 0.02529547 100851.0 0.0000000
07/11/1998-21 0.8494068 425.8250 101.85310 302.3053 0.01909138 100929.9 0.0000000
07/12/1998-00 0.6634276 412.9355 0.00000 299.0389 0.01768215 100963.0 0.0000000
07/12/1998-03 0.5631620 413.2552 0.00000 297.1249 0.01697718 100950.2 0.0000000
07/12/1998-06 0.4871981 400.9972 0.00000 296.5268 0.01703609 100997.9 0.0000000
07/12/1998-09 0.4355361 400.8340 20.40063 297.2444 0.01817067 101105.9 0.0000000
07/12/1998-12 0.4920633 408.1252 378.08210 299.9009 0.02142303 101074.2 0.0000000
07/12/1998-15 0.6567799 407.2817 684.83710 304.4962 0.02719912 100902.7 0.0000000
07/12/1998-18 0.7060122 423.6412 421.00650 305.0121 0.02604296 100861.0 0.0896177
07/12/1998-21 0.6397606 424.3441 93.85091 301.4484 0.02095929 100949.3 0.0000000
07/13/1998-00 0.4967195 411.2849 0.00000 298.8536 0.01902060 101018.0 0.0000000
07/13/1998-03 0.2768892 411.6759 0.00000 296.7192 0.01735711 101066.9 0.0000000
07/13/1998-06 0.2250692 403.0983 0.00000 296.2534 0.01720377 101124.4 0.0000000
07/13/1998-09 0.3412595 402.8505 16.19096 297.4563 0.01869936 101190.6 0.0000000
07/13/1998-12 0.3923890 411.9481 321.79280 299.9999 0.02183633 101144.1 0.0000000
07/13/1998-15 0.3784575 411.2276 585.25780 303.8843 0.02681710 100984.9 0.0000000
07/13/1998-18 0.4723378 421.1294 369.42920 304.2231 0.02595910 100940.2 0.0000000
07/13/1998-21 0.6740298 421.7898 89.77327 301.0164 0.02071682 101009.9 0.0000000
07/14/1998-00 0.7411296 405.3940 0.00000 298.2013 0.01716518 100994.6 0.0000000
07/14/1998-03 0.6736371 405.7578 0.00000 296.2347 0.01544311 100894.5 0.0000000
07/14/1998-06 0.5904031 401.7479 0.00000 295.8613 0.01577519 100901.4 0.0000000
07/14/1998-09 0.4914276 401.4958 21.13556 297.0812 0.01735059 101015.5 0.0000000
07/14/1998-12 0.5350147 405.4281 390.50130 300.2860 0.02106376 100981.2 0.0000000
07/14/1998-15 0.7211646 404.5174 707.46190 305.4756 0.02736506 100798.6 0.0000000
07/14/1998-18 0.8319494 421.4594 439.96910 305.9008 0.02554974 100739.2 0.0000000
07/14/1998-21 0.8673693 422.2715 101.87290 301.5612 0.01993013 100803.0 0.0000000
07/15/1998-00 0.8297508 403.8761 0.00000 298.4690 0.01832996 100858.7 0.0000000
07/15/1998-03 0.7190939 404.1996 0.00000 296.5688 0.01713174 100906.3 2.3201040
07/15/1998-06 0.6461644 393.6845 0.00000 295.9263 0.01649771 100960.1 0.0000000
07/15/1998-09 0.6109621 393.5583 21.60366 296.5412 0.01731706 101020.1 0.0000000
07/15/1998-12 0.5989352 402.0277 425.43220 299.6306 0.02131102 100960.5 0.0000000
07/15/1998-15 0.6100836 401.0242 773.72120 305.1946 0.02866240 100781.2 0.0000000
07/15/1998-18 0.6462997 423.1610 470.02080 305.9729 0.02744490 100732.6 0.0000000
07/15/1998-21 0.7075835 423.9807 100.12810 301.9655 0.02073662 100814.8 0.0000000
07/16/1998-00 0.7186627 405.0174 0.00000 298.5015 0.01688200 100850.9 0.0000000
07/16/1998-03 0.6795370 405.4576 0.00000 296.0749 0.01501141 100841.1 0.0000000
07/16/1998-06 0.6213433 397.7721 0.00000 295.5256 0.01534627 100889.2 0.0000000
07/16/1998-09 0.5440817 397.4932 22.90233 296.8535 0.01704760 100995.2 0.0000000
07/16/1998-12 0.5712025 403.0241 413.57960 300.4385 0.02107090 100962.2 0.0000000
07/16/1998-15 0.7027058 402.0191 748.63180 306.2807 0.02796880 100790.0 0.0000000
07/16/1998-18 0.7784866 422.8734 464.83800 306.8359 0.02551541 100730.1 0.0000000
07/16/1998-21 0.7985449 423.7628 106.88340 302.1040 0.01940673 100782.5 0.0000000
07/17/1998-00 0.7521473 408.2585 0.00000 298.7719 0.01803083 100820.9 0.0000000
07/17/1998-03 0.6392936 408.5454 0.00000 297.0155 0.01744875 100845.5 0.0000000
07/17/1998-06 0.5004363 397.6779 0.00000 296.6126 0.01757753 100892.5 0.0000000
07/17/1998-09 0.3355754 397.4847 22.21957 297.5634 0.01872973 100962.0 0.0000000
07/17/1998-12 0.2897769 408.5916 402.90220 300.4751 0.02188821 100932.7 0.0000000
07/17/1998-15 0.3630406 407.7351 729.66480 305.3478 0.02773917 100804.5 0.0000000
07/17/1998-18 0.4642156 424.4148 449.33030 305.8037 0.02620797 100752.0 7.6772550
07/17/1998-21 0.5933018 425.1833 100.34810 301.8430 0.02044945 100775.2 0.0000000
07/18/1998-00 0.6076099 407.3011 0.00000 299.0182 0.01819290 100797.3 0.0000000
07/18/1998-03 0.5071397 407.6999 0.00000 296.7600 0.01660240 100818.2 0.0000000
07/18/1998-06 0.4215626 394.9483 0.00000 296.2107 0.01670087 100867.8 0.0000000
07/18/1998-09 0.3508785 394.7054 22.46289 297.3702 0.01832854 100946.1 0.0000000
07/18/1998-12 0.3588210 409.3565 376.60640 300.1448 0.02182067 100928.4 0.0000000
07/18/1998-15 0.4453900 408.5626 678.97410 304.5346 0.02741189 100814.8 0.0000000
07/18/1998-18 0.5583702 424.6765 417.40400 305.0377 0.02626873 100792.8 0.0000000
07/18/1998-21 0.6977619 425.3487 92.57343 301.6541 0.02105231 100862.3 2.6487020
07/19/1998-00 0.7051723 406.0539 0.00000 298.7790 0.01824236 100888.6 6.2832010
07/19/1998-03 0.5806014 406.4505 0.00000 296.5645 0.01653785 100871.7 0.0000000
07/19/1998-06 0.4663245 394.1740 0.00000 296.0249 0.01669486 100892.3 0.0000000
07/19/1998-09 0.3623417 393.9416 22.63689 297.1599 0.01818268 100950.5 0.0000000
07/19/1998-12 0.3797455 410.1511 382.36080 300.1673 0.02162034 100922.9 0.0000000
07/19/1998-15 0.5185360 409.2635 689.78640 305.0469 0.02768430 100809.5 0.0000000
07/19/1998-18 0.6407909 426.8724 426.17820 305.6745 0.02663529 100787.5 0.0000000
07/19/1998-21 0.7465103 427.6015 96.11565 302.0500 0.02118887 100856.7 0.0000000
07/20/1998-00 0.7199743 410.4169 0.00000 299.1654 0.01862713 100880.9 0.0000000
07/20/1998-03 0.5611831 410.8352 0.00000 296.8583 0.01678651 100860.1 0.0000000
07/20/1998-06 0.4332735 398.0523 0.00000 296.2913 0.01667220 100910.8 0.0000000
07/20/1998-09 0.3362455 397.8054 22.00401 297.4647 0.01826386 101033.0 7.0897600
07/20/1998-12 0.3459205 408.4845 375.25060 300.1819 0.02181621 100994.5 0.9160926
07/20/1998-15 0.4622983 407.6970 677.46890 304.4431 0.02742627 100795.4 0.0000000
07/20/1998-18 0.5854037 422.8262 418.41910 304.8694 0.02640883 100756.3 0.0398301
07/20/1998-21 0.7152366 423.5143 94.19670 301.4607 0.02119808 100877.4 0.0000000
07/21/1998-00 0.7154635 403.5130 0.00000 298.6996 0.01844660 100911.2 0.0000000
07/21/1998-03 0.5860842 403.9813 0.00000 296.1605 0.01625603 100857.5 0.0000000
07/21/1998-06 0.4897679 398.0197 0.00000 295.6061 0.01615607 100883.3 0.0000000
07/21/1998-09 0.4265145 397.7420 20.79813 297.0363 0.01782819 100988.7 0.0000000
07/21/1998-12 0.4670000 406.5613 382.19920 300.0344 0.02129305 100950.3 0.0000000
07/21/1998-15 0.6112243 405.7145 693.25600 304.6005 0.02711912 100768.1 0.0000000
07/21/1998-18 0.7157651 421.5714 429.83870 305.1089 0.02646100 100729.4 0.0000000
07/21/1998-21 0.7806224 422.3067 97.98365 301.5598 0.02074305 100834.3 0.0000000
07/22/1998-00 0.7508088 405.8466 0.00000 298.1808 0.01670022 100864.2 0.0000000
07/22/1998-03 0.6263244 406.2423 0.00000 295.9715 0.01493244 100819.5 0.0000000
07/22/1998-06 0.5593572 401.0244 0.00000 295.5442 0.01538727 100854.3 0.0000000
07/22/1998-09 0.5499072 400.7398 22.87182 296.8989 0.01711385 100968.7 0.0000000
07/22/1998-12 0.6405764 408.0277 397.18790 300.6194 0.02130464 100920.5 0.0000000
07/22/1998-15 0.8313646 406.9482 717.91760 306.7058 0.02862051 100709.8 0.0000000
07/22/1998-18 0.8530400 424.4554 448.73230 307.2345 0.02598121 100643.0 2.5391700
07/22/1998-21 0.7056025 425.4431 105.13080 302.2053 0.01898211 100720.2 1.1749880
07/23/1998-00 0.6212236 405.3237 0.00000 298.5103 0.01664876 100765.7 0.0000000
07/23/1998-03 0.5999034 405.6926 0.00000 296.2564 0.01553183 100779.6 0.0000000
07/23/1998-06 0.5603516 397.4641 0.00000 295.8896 0.01595070 100827.0 0.0000000
07/23/1998-09 0.5025682 397.1425 25.65853 297.4097 0.01797591 100907.8 0.0000000
07/23/1998-12 0.5973751 405.8197 405.17640 300.8864 0.02231439 100873.7 0.0000000
07/23/1998-15 0.8447724 404.8838 727.98450 306.3196 0.02890967 100724.6 0.0000000
07/23/1998-18 0.9288549 424.3813 456.00360 306.6566 0.02570362 100674.4 0.0000000
07/23/1998-21 0.8496228 425.3155 107.53690 301.8974 0.01892285 100723.3 0.9758378
07/24/1998-00 0.8035790 404.0333 0.00000 298.4231 0.01677012 100759.2 0.0000000
07/24/1998-03 0.7907232 404.4166 0.00000 296.1761 0.01549664 100782.4 0.0000000
07/24/1998-06 0.7610191 395.9475 0.00000 295.6836 0.01553357 100856.4 0.0000000
07/24/1998-09 0.7144668 395.6948 25.26708 296.9457 0.01709040 100981.1 0.0000000
07/24/1998-12 0.7851391 404.0772 414.31740 300.6097 0.02144986 100944.1 0.0000000
07/24/1998-15 0.9730363 403.0312 746.35700 306.6755 0.02866062 100745.1 0.0000000
07/24/1998-18 0.9970540 420.5988 474.48800 307.1161 0.02525717 100704.2 0.0000000
07/24/1998-21 0.8571922 421.6050 117.18140 301.9316 0.01812861 100821.5 0.0000000
07/25/1998-00 0.7507809 406.0309 0.00000 298.0626 0.01592508 100861.2 0.0000000
07/25/1998-03 0.6778202 406.3442 0.00000 296.0291 0.01513176 100823.7 0.0000000
07/25/1998-06 0.6583359 400.3921 0.00000 295.4777 0.01534834 100858.2 0.0000000
07/25/1998-09 0.6923280 400.2055 22.65719 296.4083 0.01655416 100964.7 0.0000000
07/25/1998-12 0.7523401 404.2044 431.85850 300.4893 0.02101707 100922.4 0.0000000
07/25/1998-15 0.8383721 402.9310 785.13530 307.7209 0.02961039 100731.2 0.0000000
07/25/1998-18 0.8742983 424.7139 492.97580 308.5834 0.02629600 100678.2 0.0000000
07/25/1998-21 0.8601186 425.7798 117.04180 303.0770 0.01893407 100763.5 0.0000000
07/26/1998-00 0.7863848 406.9150 0.00000 299.5798 0.01786893 100826.5 0.0000000
07/26/1998-03 0.6530967 407.2616 0.00000 297.3489 0.01701151 100867.3 0.0000000
07/26/1998-06 0.5632516 401.3428 0.00000 296.5226 0.01676069 100926.7 0.0000000
07/26/1998-09 0.5168493 401.2183 20.36273 297.1011 0.01780003 101005.0 0.0000000
07/26/1998-12 0.5567873 411.6682 343.13910 299.9696 0.02151199 100938.2 0.0000000
07/26/1998-15 0.6830652 410.7195 619.26650 305.1284 0.02806564 100726.2 0.0000000
07/26/1998-18 0.7155624 414.3786 420.23000 305.5426 0.02604152 100674.1 0.0000000
07/26/1998-21 0.6542789 415.2325 123.73990 301.2125 0.01976916 100781.9 0.0000000
07/27/1998-00 0.5509055 403.4026 0.00000 297.8781 0.01718153 100842.4 0.0000000
07/27/1998-03 0.4054421 403.8022 0.00000 295.6170 0.01556111 100855.7 0.0000000
07/27/1998-06 0.3933060 397.3540 0.00000 295.3556 0.01562169 100885.9 0.0000000
07/27/1998-09 0.5144971 397.0017 20.08284 297.0937 0.01757359 100933.1 0.0000000
07/27/1998-12 0.6319255 408.7276 386.82510 300.8529 0.02211718 100879.7 0.0000000
07/27/1998-15 0.7455910 407.6908 703.78520 306.6333 0.02964523 100725.6 0.0000000
07/27/1998-18 0.7876501 421.2714 451.86950 307.1127 0.02758801 100692.0 0.0000000
07/27/1998-21 0.7581025 422.2167 114.82640 302.2913 0.02044761 100779.0 0.0000000
07/28/1998-00 0.7328611 403.6567 0.00000 298.4156 0.01730441 100806.1 0.0000000
07/28/1998-03 0.7119256 404.0059 0.00000 296.3879 0.01602700 100774.2 0.0000000
07/28/1998-06 0.6778795 396.9691 0.00000 295.9430 0.01607394 100802.6 0.0000000
07/28/1998-09 0.6307225 396.7537 21.96925 297.0810 0.01722157 100891.5 0.0000000
07/28/1998-12 0.7690468 407.0377 425.34870 300.8806 0.02100378 100869.9 0.0000000
07/28/1998-15 1.0928520 405.9049 774.10700 307.3418 0.02856278 100737.8 0.0000000
07/28/1998-18 1.1773440 426.8537 478.47670 307.9935 0.02640385 100718.2 0.0000000
07/28/1998-21 1.0225230 427.8565 107.74910 302.8358 0.01952208 100810.9 0.0000000
07/29/1998-00 0.8190685 407.8119 0.00000 299.5034 0.01784950 100858.7 0.0000000
07/29/1998-03 0.5669797 408.2189 0.00000 297.0689 0.01643774 100861.0 0.0000000
07/29/1998-06 0.4177626 398.8822 0.00000 296.4496 0.01627455 100918.8 0.0000000
07/29/1998-09 0.3714173 398.6137 25.56178 297.6455 0.01813594 101032.0 0.0000000
07/29/1998-12 0.4634908 414.7482 352.89080 300.4937 0.02248795 101019.3 0.0000000
07/29/1998-15 0.6939833 413.8922 628.12340 304.9944 0.02888691 100880.4 0.0000000
07/29/1998-18 0.7146184 429.1929 389.05160 305.2708 0.02723825 100851.3 0.1194903
07/29/1998-21 0.5253964 430.0060 88.25728 301.3229 0.02116813 100932.0 5.0683820
07/30/1998-00 0.4643794 411.8775 0.00000 298.7098 0.01877178 100951.6 0.0000000
07/30/1998-03 0.5315675 412.1545 0.00000 297.1526 0.01740744 100910.1 0.0000000
07/30/1998-06 0.5581866 401.2710 0.00000 296.7820 0.01704658 100915.8 0.0000000
07/30/1998-09 0.5442368 401.0975 22.77201 297.5982 0.01825178 100968.5 0.0000000
07/30/1998-12 0.6053418 412.7536 356.77440 300.1164 0.02201509 100927.4 0.0000000
07/30/1998-15 0.7415016 411.9557 640.94040 304.3365 0.02756317 100792.5 0.0000000
07/30/1998-18 0.8437638 423.8794 419.01660 304.8715 0.02601870 100767.1 0.0000000
