Date-Time wind dlwrf dswrf tas shum pres ppt
01/19/2003-09 1.0905170 409.0687 29.62477 298.2346 0.01920175 101015.3 0.0000000
01/19/2003-12 1.1867300 419.2325 427.89160 300.7204 0.02177273 100977.1 0.0000000
01/19/2003-15 1.2806510 418.3012 769.87790 305.5469 0.02842547 100746.6 0.0000000
01/19/2003-18 1.1346310 428.7421 488.64660 306.3179 0.02941466 100683.3 0.0000000
01/19/2003-21 0.7486700 429.4151 117.03550 303.0334 0.02388876 100787.2 0.0000000
01/20/2003-00 0.6360739 412.5665 0.00000 300.4556 0.02001655 100830.9 0.0000000
01/20/2003-03 0.7968429 412.8750 0.00000 298.7634 0.01854076 100814.3 0.0000000
01/20/2003-06 0.7878519 409.6233 0.00000 298.1641 0.01916564 100881.3 0.0000000
01/20/2003-09 0.6091009 409.5158 25.50391 298.6578 0.02001832 101032.0 0.0000000
01/20/2003-12 0.7579801 420.4562 414.59850 301.0378 0.02225061 100971.5 0.0000000
01/20/2003-15 1.2344900 419.6223 752.59090 305.3041 0.02823153 100699.9 0.0000000
01/20/2003-18 1.3287720 421.2011 502.21860 305.7821 0.02935937 100628.8 0.0000000
01/20/2003-21 1.0408280 421.8519 138.72230 302.4718 0.02430290 100758.2 0.0000000
01/21/2003-00 0.8949353 409.9967 0.00000 300.3668 0.02139799 100785.8 0.0000000
01/21/2003-03 0.8910930 410.3434 0.00000 298.5356 0.01946307 100711.1 0.0000000
01/21/2003-06 1.0026580 400.5067 0.00000 297.6631 0.01901963 100751.8 0.0000000
01/21/2003-09 1.2296300 400.4878 28.70152 297.7493 0.01915031 100907.7 0.0000000
01/21/2003-12 1.4225980 412.1467 456.97730 300.3076 0.02182151 100848.1 0.0000000
01/21/2003-15 1.5815620 411.1915 828.78960 305.3381 0.02883873 100572.7 0.0000000
01/21/2003-18 1.4948860 422.8290 525.14060 306.0365 0.02969187 100463.4 0.0000000
01/21/2003-21 1.1625700 423.5377 124.62670 302.4030 0.02428397 100520.2 0.0000000
01/22/2003-00 0.9300822 407.2700 0.00000 299.6723 0.02131550 100522.1 0.0000000
01/22/2003-03 0.7974225 407.5883 0.00000 297.9252 0.01954538 100469.2 0.0000000
01/22/2003-06 0.8223509 415.7887 0.00000 297.4811 0.01910361 100557.0 0.0000000
01/22/2003-09 1.0048670 415.6314 19.70958 298.3397 0.01960710 100785.5 0.0000000
01/22/2003-12 1.1736450 425.1351 362.40650 301.0037 0.02178062 100762.3 0.0000000
01/22/2003-15 1.3286820 424.2801 663.56560 305.4730 0.02790656 100487.3 0.0000000
01/22/2003-18 1.3042800 430.4535 428.94250 306.0293 0.02957417 100394.8 0.0000000
01/22/2003-21 1.1004380 431.0998 108.07390 302.6725 0.02474216 100484.6 0.0000000
01/23/2003-00 0.9033643 415.1555 0.00000 300.0341 0.02135192 100510.0 0.0000000
01/23/2003-03 0.7130595 415.5231 0.00000 298.1862 0.01934969 100470.7 0.0000000
01/23/2003-06 0.7432514 417.6853 0.00000 297.5984 0.01894017 100556.7 0.0000000
01/23/2003-09 0.9939401 417.5561 19.89557 298.2708 0.01941554 100768.0 0.0000000
01/23/2003-12 1.2351980 424.3412 366.26280 300.8901 0.02173641 100758.1 0.0000000
01/23/2003-15 1.4670250 423.4539 670.92130 305.4563 0.02787707 100527.1 0.0000000
01/23/2003-18 1.4317940 428.9907 431.21690 305.9567 0.02886787 100474.2 0.0000000
01/23/2003-21 1.1295040 429.6890 106.66280 302.3913 0.02388322 100599.5 0.0000000
01/24/2003-00 1.0292690 417.1940 0.00000 299.9411 0.02127217 100700.8 0.0000000
01/24/2003-03 1.1310880 417.3471 0.00000 299.0251 0.02050150 100778.3 0.0000000
01/24/2003-06 1.2142520 414.2358 0.00000 298.5783 0.02009616 100880.0 0.0000000
01/24/2003-09 1.2787610 414.2427 22.97785 298.6011 0.01985500 101005.9 0.0000000
01/24/2003-12 1.2918620 427.2433 349.56290 300.7108 0.02180790 100913.6 0.7778329
01/24/2003-15 1.2535560 426.4205 632.89950 304.9076 0.02780746 100603.1 0.0000000
01/24/2003-18 1.1635210 432.7759 397.91720 305.5113 0.02948164 100517.4 0.0000000
01/24/2003-21 1.0217590 433.3547 91.60271 302.5218 0.02508914 100656.4 0.0000000
01/25/2003-00 0.9683554 420.8597 0.00000 300.1648 0.02190466 100744.0 0.0000000
01/25/2003-03 1.0033110 421.0558 0.00000 299.1480 0.02074651 100780.3 0.0000000
01/25/2003-06 1.0699370 409.9455 0.00000 298.5647 0.02020478 100846.6 0.0000000
01/25/2003-09 1.1682340 409.9756 24.65998 298.4149 0.01999321 100942.6 0.0000000
01/25/2003-12 1.1420200 423.5916 397.30870 300.7170 0.02272438 100849.0 0.0000000
01/25/2003-15 0.9912956 422.6722 722.43610 305.4708 0.02983760 100565.8 0.0000000
01/25/2003-18 0.9100048 434.9711 440.47570 306.1801 0.03093437 100514.4 0.0000000
01/25/2003-21 0.8981479 435.6461 90.68828 302.8451 0.02520791 100694.9 0.0000000
01/26/2003-00 0.7681164 420.6749 0.00000 300.2255 0.02126490 100720.0 0.0000000
01/26/2003-03 0.5199103 420.9708 0.00000 298.6647 0.01960647 100589.9 0.0000000
01/26/2003-06 0.4417742 416.1747 0.00000 298.2661 0.01984112 100621.8 0.0000000
01/26/2003-09 0.5337082 416.0235 18.00793 299.0294 0.02113870 100815.6 0.0000000
01/26/2003-12 0.5895401 425.8655 323.55690 301.6808 0.02484909 100752.8 0.0000000
01/26/2003-15 0.6092700 424.9721 592.67320 306.2205 0.03226518 100433.2 1.7654190
01/26/2003-18 0.7287361 429.2917 387.26780 306.3039 0.03198235 100352.5 0.0000000
01/26/2003-21 0.9479384 430.1693 100.14360 301.9311 0.02446076 100510.6 0.1398351
01/27/2003-00 0.9400063 415.9388 0.00000 299.7357 0.02121489 100552.2 0.0000000
01/27/2003-03 0.7049396 416.2409 0.00000 298.2029 0.01940757 100476.7 0.0000000
01/27/2003-06 0.6678978 414.2821 0.00000 297.8482 0.01929251 100538.5 0.0000000
01/27/2003-09 0.8288811 414.1098 22.93739 298.6718 0.02048335 100737.7 0.0000000
01/27/2003-12 0.9164756 420.7749 383.14620 301.1416 0.02393582 100736.4 0.0000000
01/27/2003-15 0.9306815 419.9688 698.87260 305.2577 0.03023880 100534.4 0.0000000
01/27/2003-18 0.8662162 430.5502 435.49280 305.6083 0.03010972 100444.1 0.0000000
01/27/2003-21 0.7230797 431.2645 96.82899 302.1935 0.02399105 100465.6 0.0000000
01/28/2003-00 0.6512091 413.8671 0.00000 299.6637 0.01998354 100505.6 0.0000000
01/28/2003-03 0.6506042 414.1699 0.00000 298.0775 0.01830528 100564.3 0.0000000
01/28/2003-06 0.6886782 407.1291 0.00000 297.6439 0.01868816 100656.3 0.0000000
01/28/2003-09 0.7654310 406.9738 29.50435 298.3630 0.01971684 100781.6 0.0000000
01/28/2003-12 0.9415333 423.5035 410.06340 300.9564 0.02249196 100719.1 0.0000000
01/28/2003-15 1.2169850 422.6342 738.68500 305.4240 0.02903281 100468.7 0.0000000
01/28/2003-18 1.2400650 430.2091 457.71740 305.9945 0.03027823 100421.0 0.0000000
01/28/2003-21 1.0107740 430.8996 99.59156 302.6678 0.02435672 100576.0 0.0000000
01/29/2003-00 0.8697082 419.1590 0.00000 300.2419 0.01990055 100634.9 0.0000000
01/29/2003-03 0.8168693 419.4459 0.00000 298.8013 0.01841162 100597.8 0.0000000
01/29/2003-06 0.8504006 415.2631 0.00000 298.3531 0.01926272 100661.0 0.0000000
01/29/2003-09 0.9703023 415.1231 23.84113 298.8973 0.02042738 100824.3 0.0000000
01/29/2003-12 1.1792400 422.4182 388.74860 301.1255 0.02301447 100778.5 0.0000000
01/29/2003-15 1.4772140 421.6487 708.55770 305.0374 0.02863721 100523.7 0.0000000
01/29/2003-18 1.4390280 422.8046 458.82350 305.1236 0.02850321 100457.0 0.0000000
01/29/2003-21 1.0646840 423.5716 115.17330 301.3840 0.02251847 100578.4 0.0000000
01/30/2003-00 0.8077389 415.5048 0.00000 299.1497 0.01925828 100616.9 0.0000000
01/30/2003-03 0.6681934 415.6682 0.00000 298.1962 0.01844670 100572.1 0.0000000
01/30/2003-06 0.6393813 404.6525 0.00000 297.9962 0.01913748 100619.4 0.0000000
01/30/2003-09 0.7213026 404.5276 29.68173 298.5495 0.02014713 100758.9 0.0000000
01/30/2003-12 0.9153924 421.2091 416.07590 300.9171 0.02301724 100698.7 0.0000000
01/30/2003-15 1.2216510 420.4012 750.54420 305.0989 0.02933685 100438.8 0.0000000
01/30/2003-18 1.2624040 431.3909 461.24550 305.7343 0.03047257 100357.2 0.0000000
01/30/2003-21 1.0376520 431.9853 97.09540 302.8233 0.02538507 100454.0 0.0000000
01/31/2003-00 0.8742281 417.1881 0.00000 300.2511 0.02120368 100527.1 0.0000000
01/31/2003-03 0.7721323 417.5414 0.00000 298.4870 0.01903445 100576.8 0.0000000
01/31/2003-06 0.7422739 412.5325 0.00000 298.1471 0.01908193 100672.3 0.0000000
01/31/2003-09 0.7846528 412.3006 27.37603 299.2312 0.02072172 100813.6 0.0000000
01/31/2003-12 0.9374087 416.8402 414.65390 301.5726 0.02415285 100776.7 0.0000000
01/31/2003-15 1.2005420 416.1461 752.46060 305.1714 0.02958951 100561.5 0.0000000
01/31/2003-18 1.2156580 420.8166 492.01020 305.1709 0.02868002 100513.2 0.0000000
01/31/2003-21 0.9827567 421.5781 126.82740 301.5711 0.02218423 100631.9 0.0000000
02/01/2003-00 0.8102751 413.1743 0.00000 299.0198 0.01829229 100672.1 0.0000000
02/01/2003-03 0.7508168 413.4169 0.00000 297.7685 0.01710252 100637.4 0.0000000
02/01/2003-06 0.7844003 408.6623 0.00000 297.3910 0.01765379 100706.1 0.0000000
02/01/2003-09 0.9110260 408.5373 24.68309 297.8873 0.01876387 100878.1 0.0000000
02/01/2003-12 1.0516640 416.5984 408.42810 300.5904 0.02233678 100842.6 0.0000000
02/01/2003-15 1.2063150 415.6460 745.95120 305.5002 0.02922927 100599.3 0.0000000
02/01/2003-18 1.1542890 426.8903 490.03860 306.1105 0.02870605 100500.7 0.0000000
02/01/2003-21 0.8955873 427.6296 127.83230 302.4213 0.02315433 100546.7 0.0000000
02/02/2003-00 0.8059977 420.0860 0.00000 300.0276 0.02116732 100609.4 0.0000000
02/02/2003-03 0.8855205 420.2357 0.00000 299.1223 0.02060057 100689.1 0.0000000
02/02/2003-06 0.9576393 420.5509 0.00000 298.6792 0.02014852 100765.0 0.0000000
02/02/2003-09 1.0223540 420.5436 15.00486 298.6985 0.02020131 100837.1 0.0000000
02/02/2003-12 1.0834360 422.8388 364.15880 300.5305 0.02253434 100764.5 0.0000000
02/02/2003-15 1.1408850 422.1182 678.76030 304.1751 0.02800716 100547.0 0.0000000
02/02/2003-18 1.0846660 431.9057 409.34730 304.4838 0.02863994 100508.4 4.5717110
02/02/2003-21 0.9147795 432.5145 79.74098 301.4565 0.02395940 100648.4 4.5717110
02/03/2003-00 0.8404254 417.2951 0.00000 299.4945 0.02120866 100718.3 3.5157450
02/03/2003-03 0.8616040 417.4964 0.00000 298.4543 0.01999903 100717.9 0.0000000
02/03/2003-06 0.8793416 414.4227 0.00000 297.9409 0.01961265 100772.9 0.0000000
02/03/2003-09 0.8936383 414.4202 20.53893 297.9544 0.01967017 100883.2 0.0000000
02/03/2003-12 0.8764303 422.1218 352.65330 300.2906 0.02251181 100833.9 2.6461260
02/03/2003-15 0.8277175 421.2032 645.78670 304.9496 0.02961644 100624.8 2.0498160
02/03/2003-18 0.8122709 432.3122 398.90240 305.5701 0.03085781 100565.1 0.0000000
02/03/2003-21 0.8300904 433.0196 85.23005 302.1521 0.02470489 100654.8 0.0000000
02/04/2003-00 0.8092595 414.6646 0.00000 299.9320 0.02054071 100674.5 3.1554750
02/04/2003-03 0.7497782 415.0995 0.00000 297.8969 0.01797563 100623.6 0.0000000
02/04/2003-06 0.7458228 407.5361 0.00000 297.1836 0.01774667 100677.1 1.5404680
02/04/2003-09 0.7973933 407.3965 22.96757 297.7919 0.01870073 100834.9 0.0000000
02/04/2003-12 0.9294751 418.0929 367.53950 300.2939 0.02182095 100794.8 0.0000000
02/04/2003-15 1.1420680 417.2405 670.29380 304.6894 0.02797639 100556.7 0.0000000
02/04/2003-18 1.1439260 420.8957 451.65910 305.0594 0.02783859 100483.5 3.0809360
02/04/2003-21 0.9350477 421.6127 125.93720 301.4039 0.02244461 100575.1 3.2672830
02/05/2003-00 0.8297248 418.8839 0.00000 298.7654 0.01964503 100616.6 4.1120560
02/05/2003-03 0.8279573 418.9319 0.00000 298.3597 0.01947128 100609.0 3.0063970
02/05/2003-06 0.9177753 412.4161 0.00000 298.2003 0.01941861 100628.2 0.0000000
02/05/2003-09 1.0991790 412.4108 18.34018 298.2870 0.01926135 100674.0 0.0000000
02/05/2003-12 1.1625140 425.9865 355.67170 300.5504 0.02132972 100631.0 0.0000000
02/05/2003-15 1.1077800 425.1078 656.23270 304.9904 0.02775284 100499.1 0.0000000
02/05/2003-18 1.0247010 434.5282 403.13330 305.6477 0.02995900 100460.6 0.0000000
02/05/2003-21 0.9132762 435.1576 84.23215 302.5224 0.02504606 100515.5 0.0000000
02/06/2003-00 0.8194869 420.1765 0.00000 300.0881 0.02098651 100531.6 4.3356720
02/06/2003-03 0.7433332 420.4614 0.00000 298.6982 0.01933552 100509.1 0.0000000
02/06/2003-06 0.7596199 414.5480 0.00000 298.1946 0.01940841 100580.4 0.0000000
02/06/2003-09 0.8683472 414.4502 23.05031 298.5771 0.02016889 100745.4 0.8199265
02/06/2003-12 1.0544510 417.5707 397.49390 300.7793 0.02301985 100685.4 1.0808120
02/06/2003-15 1.3179330 416.7874 728.51100 304.8007 0.02894717 100400.4 0.0000000
02/06/2003-18 1.3465760 425.0876 471.55110 305.1783 0.02907973 100325.6 0.0000000
02/06/2003-21 1.1403800 425.7616 117.48360 301.9119 0.02354533 100461.0 0.0000000
02/07/2003-00 0.9245407 417.8098 0.00000 299.6556 0.02013152 100578.2 0.0000000
02/07/2003-03 0.6990582 418.0392 0.00000 298.4263 0.01891557 100677.1 0.0000000
02/07/2003-06 0.5941937 409.3038 0.00000 298.0770 0.01936700 100745.9 0.0000000
02/07/2003-09 0.6099471 409.1882 24.72505 298.6078 0.02021201 100784.8 0.0000000
02/07/2003-12 0.7450565 425.5882 362.39160 300.9110 0.02270201 100710.7 0.0000000
02/07/2003-15 0.9995219 424.7788 657.09360 304.9867 0.02875833 100523.7 0.0000000
02/07/2003-18 1.0715810 435.0981 400.38480 305.4132 0.02995097 100462.6 0.0000000
02/07/2003-21 0.9612331 435.7598 80.95781 302.1906 0.02468923 100527.6 0.0000000
02/08/2003-00 0.8066487 415.3286 0.00000 299.6641 0.02068208 100608.8 0.0000000
02/08/2003-03 0.6078273 415.7129 0.00000 297.7632 0.01827409 100706.1 0.0000000
02/08/2003-06 0.5894806 411.7769 0.00000 297.0497 0.01766270 100782.6 0.0000000
02/08/2003-09 0.7516083 411.6812 21.95653 297.5235 0.01819431 100838.2 0.0000000
02/08/2003-12 0.8005964 425.0342 357.96450 300.5344 0.02165457 100771.2 0.0000000
02/08/2003-15 0.7364448 423.9444 654.06840 306.0824 0.02986938 100581.4 0.3602707
02/08/2003-18 0.7254931 434.0731 415.69990 306.7968 0.03113544 100535.0 9.0191920
02/08/2003-21 0.7677413 434.8950 97.63954 302.6776 0.02474938 100632.0 0.0000000
02/09/2003-00 0.7563776 422.1736 0.00000 299.8214 0.02126583 100708.1 0.0000000
02/09/2003-03 0.6914020 422.4474 0.00000 298.3635 0.01972037 100763.2 0.0000000
02/09/2003-06 0.7199002 412.8193 0.00000 297.9659 0.01937760 100857.3 0.0000000
02/09/2003-09 0.8418723 412.6833 26.60431 298.6287 0.02013737 100990.4 7.7644560
02/09/2003-12 0.8873906 421.6122 374.29430 301.0563 0.02311980 100882.6 0.0000000
02/09/2003-15 0.8564551 420.8065 676.77530 305.2485 0.02946097 100533.9 0.0000000
02/09/2003-18 0.8282123 429.1040 425.83440 305.5111 0.02982751 100472.8 0.0000000
02/09/2003-21 0.8026619 429.8390 96.74911 301.8438 0.02381831 100699.4 0.0000000
02/10/2003-00 0.6759089 422.9013 0.00000 299.3456 0.02019477 100774.4 0.0000000
02/10/2003-03 0.4479533 423.1895 0.00000 297.8987 0.01859160 100698.0 0.0000000
02/10/2003-06 0.3282739 411.6182 0.00000 297.7075 0.01879651 100732.7 0.0000000
02/10/2003-09 0.3168706 411.4009 22.04776 298.7715 0.02014503 100878.5 0.0000000
02/10/2003-12 0.3367141 428.0591 318.25570 301.3480 0.02328171 100812.0 0.0000000
02/10/2003-15 0.3878045 427.2484 576.59640 305.4368 0.02956273 100533.2 0.0000000
02/10/2003-18 0.5199917 431.9164 367.56410 305.6465 0.03010070 100479.6 0.0000000
02/10/2003-21 0.7332757 432.6658 87.17564 301.9771 0.02401708 100651.0 0.0000000
02/11/2003-00 0.8050151 414.3308 0.00000 299.3957 0.02002577 100712.0 0.0000000
02/11/2003-03 0.7352100 414.6638 0.00000 297.7048 0.01808672 100662.2 3.0809360
02/11/2003-06 0.7057256 409.8760 0.00000 297.3223 0.01814994 100682.1 5.4661770
02/11/2003-09 0.7165620 409.6869 25.16835 298.2479 0.01934655 100771.7 0.0000000
02/11/2003-12 0.7391948 424.5727 366.57570 300.9576 0.02256268 100690.2 0.0000000
02/11/2003-15 0.7736239 423.6803 664.73590 305.4514 0.02959255 100437.4 0.0000000
02/11/2003-18 0.7713202 432.9689 404.90250 305.9882 0.03121514 100385.8 0.0000000
02/11/2003-21 0.7322836 433.6628 81.57388 302.5679 0.02532085 100535.5 0.0000000
02/12/2003-00 0.7683476 411.2659 0.00000 300.0902 0.02093898 100641.2 0.0000000
02/12/2003-03 0.8795121 411.6765 0.00000 298.0729 0.01833837 100702.6 0.0000000
02/12/2003-06 0.9119693 412.3991 0.00000 297.3457 0.01791467 100791.6 0.0000000
02/12/2003-09 0.8657193 412.2867 22.32606 297.9087 0.01863101 100908.2 0.0000000
02/12/2003-12 0.9078505 416.7901 385.02520 300.5345 0.02162528 100860.7 0.0000000
02/12/2003-15 1.0383630 415.9062 706.15340 305.2232 0.02804689 100649.1 0.0000000
02/12/2003-18 0.9971511 424.4366 465.28140 305.5965 0.02801452 100549.3 0.0000000
02/12/2003-21 0.7842148 425.2050 121.82720 301.6543 0.02236241 100561.4 0.0000000
02/13/2003-00 0.6609111 416.0776 0.00000 298.9159 0.01959432 100606.8 0.0000000
02/13/2003-03 0.6272400 416.3126 0.00000 297.6000 0.01846643 100686.0 0.0000000
02/13/2003-06 0.6514415 415.0495 0.00000 297.3978 0.01842809 100784.0 0.0000000
02/13/2003-09 0.7335154 414.8676 21.43465 298.3091 0.01934244 100901.0 0.0000000
02/13/2003-12 0.8212024 427.2555 356.35730 300.9977 0.02222615 100812.4 0.0000000
02/13/2003-15 0.9145023 426.3641 652.00310 305.4634 0.02891321 100518.0 0.0000000
02/13/2003-18 0.9226009 436.4792 399.58220 305.9196 0.03036522 100445.2 0.0000000
02/13/2003-21 0.8454981 437.2235 82.50169 302.3659 0.02417678 100593.8 0.0000000
02/14/2003-00 0.7819826 415.5607 0.00000 299.8731 0.01951884 100659.8 0.0000000
02/14/2003-03 0.7320543 415.9045 0.00000 298.2144 0.01752693 100643.3 0.0000000
02/14/2003-06 0.7559619 414.7079 0.00000 297.6348 0.01779502 100691.1 0.0000000
02/14/2003-09 0.8537052 414.5852 22.33452 298.1344 0.01876664 100803.2 0.0000000
02/14/2003-12 1.0337540 422.6184 370.85910 300.5790 0.02172579 100720.4 0.0000000
02/14/2003-15 1.2961090 421.7603 678.52950 304.9684 0.02809271 100442.6 0.0000000
02/14/2003-18 1.2676140 427.9698 431.56850 305.3286 0.02858475 100376.6 0.0000000
02/14/2003-21 0.9482702 428.6875 101.56350 301.6595 0.02320928 100522.5 0.0000000
02/15/2003-00 0.7861571 413.8303 0.00000 299.2907 0.02049151 100613.6 0.0000000
02/15/2003-03 0.7812747 414.0149 0.00000 298.1926 0.01950412 100650.1 0.0000000
02/15/2003-06 0.8395936 410.0480 0.00000 297.7704 0.01932504 100712.9 0.0000000
02/15/2003-09 0.9611139 410.0077 24.52645 298.0240 0.01950356 100801.9 0.0000000
02/15/2003-12 1.0760280 419.3805 399.79180 300.3552 0.02183566 100690.7 0.0000000
02/15/2003-15 1.1843350 418.5187 730.65370 304.7639 0.02826891 100379.3 0.0000000
02/15/2003-18 1.0992850 432.8301 440.76650 305.4601 0.03010495 100302.4 0.0000000
02/15/2003-21 0.8208781 433.4282 85.37817 302.4438 0.02547605 100460.1 0.0000000
02/16/2003-00 0.6898684 412.4937 0.00000 300.0469 0.02203669 100550.4 0.0000000
02/16/2003-03 0.7062560 412.7968 0.00000 298.4918 0.02013782 100573.2 0.0000000
02/16/2003-06 0.7882029 409.3529 0.00000 297.8518 0.01953899 100622.2 0.0000000
02/16/2003-09 0.9357091 409.3116 25.16591 298.1270 0.01946505 100697.4 0.0000000
02/16/2003-12 1.0337540 428.0918 317.84160 300.4311 0.02127404 100602.6 0.0000000
02/16/2003-15 1.0823390 427.2299 569.75950 304.7640 0.02745509 100337.6 0.0000000
02/16/2003-18 1.1304280 432.3281 377.40420 305.2554 0.02964708 100273.7 0.0000000
02/16/2003-21 1.1780220 432.9806 100.32050 301.9053 0.02486150 100410.8 0.0000000
02/17/2003-00 1.1308220 412.1657 0.00000 299.6294 0.02157012 100526.3 0.0000000
02/17/2003-03 0.9888281 412.5305 0.00000 297.8407 0.01920340 100620.0 0.0000000
02/17/2003-06 1.0035460 418.7161 0.00000 297.0895 0.01815563 100705.8 0.0000000
02/17/2003-09 1.1749770 418.6823 16.93978 297.3759 0.01796811 100783.7 0.0000000
02/17/2003-12 1.2629350 424.1977 349.07410 300.1056 0.02023759 100713.5 0.0000000
02/17/2003-15 1.2674210 423.1623 646.64580 305.2786 0.02740848 100495.2 0.0000000
02/17/2003-18 1.2606460 429.5495 413.26130 305.9436 0.02974681 100436.9 0.0000000
02/17/2003-21 1.2426120 430.3190 98.74986 302.1005 0.02418699 100538.7 0.0000000
02/18/2003-00 1.1801670 414.9055 0.00000 299.5922 0.02066491 100620.7 0.0000000
02/18/2003-03 1.0733130 415.1801 0.00000 298.2448 0.01904666 100682.9 0.0000000
02/18/2003-06 1.0827830 408.6475 0.00000 297.5302 0.01837019 100768.0 0.0000000
02/18/2003-09 1.2085750 408.6671 23.29430 297.4484 0.01803913 100876.0 0.0000000
02/18/2003-12 1.2326610 417.1276 386.77680 299.8780 0.02021561 100789.8 0.0000000
02/18/2003-15 1.1550410 416.1836 707.56350 304.8192 0.02684207 100509.4 0.0000000
02/18/2003-18 1.0557670 423.5179 457.25990 305.5010 0.02837995 100443.7 0.0000000
02/18/2003-21 0.9348373 424.2062 113.17890 301.9236 0.02333694 100592.8 1.4286600
02/19/2003-00 0.8369009 416.9049 0.00000 299.1928 0.02006231 100668.1 4.5717110
02/19/2003-03 0.7619579 417.1685 0.00000 297.7783 0.01865685 100669.8 0.0000000
02/19/2003-06 0.7602445 413.0147 0.00000 297.3847 0.01844926 100745.3 0.0000000
02/19/2003-09 0.8317611 412.8929 23.04199 298.0123 0.01908037 100894.5 0.0000000
02/19/2003-12 0.8594571 426.7348 348.51380 300.5675 0.02182243 100834.2 0.0000000
02/19/2003-15 0.8433329 425.8412 633.50040 305.0503 0.02836475 100564.4 0.0000000
02/19/2003-18 0.8282939 433.8782 402.65510 305.6828 0.02986836 100482.2 0.0000000
02/19/2003-21 0.8143401 434.5321 94.62646 302.4649 0.02471037 100587.7 0.0000000
02/20/2003-00 0.8308426 416.2023 0.00000 300.1278 0.02111504 100647.7 0.0000000
02/20/2003-03 0.8778012 416.5058 0.00000 298.6616 0.01931404 100662.1 0.0000000
02/20/2003-06 0.9028321 409.7797 0.00000 298.0168 0.01886701 100726.8 0.0000000
02/20/2003-09 0.9059353 409.7399 21.18839 298.1934 0.01904910 100841.8 0.0000000
02/20/2003-12 0.9241062 422.1560 355.14610 300.3165 0.02130942 100747.9 0.0000000
02/20/2003-15 0.9573448 421.3467 649.96800 304.3861 0.02718679 100445.0 0.0000000
02/20/2003-18 1.0419250 428.5517 411.47440 304.8140 0.02843751 100403.0 0.0000000
02/20/2003-21 1.1778460 429.2105 95.46416 301.6000 0.02320054 100621.8 0.0000000
02/21/2003-00 1.1243380 426.4633 0.00000 299.4549 0.01942688 100705.5 0.0000000
02/21/2003-03 0.8814018 426.5642 0.00000 298.9074 0.01883679 100654.2 0.0000000
02/21/2003-06 0.8366711 416.2946 0.00000 298.8521 0.01977741 100654.1 0.0000000
02/21/2003-09 0.9901460 416.1770 25.51804 299.2888 0.02086937 100705.3 0.0000000
02/21/2003-12 0.9986963 427.2212 340.79190 301.0892 0.02338237 100645.7 0.0000000
02/21/2003-15 0.8623217 426.5822 613.44590 304.2531 0.02838950 100475.4 0.0000000
02/21/2003-18 0.8166328 433.5901 379.39070 304.3206 0.02874964 100460.0 2.2858560
02/21/2003-21 0.8616296 434.2052 81.21870 301.2918 0.02398776 100599.4 0.0000000
02/22/2003-00 0.8913251 412.2175 0.00000 299.2075 0.02087961 100679.8 2.7952040
02/22/2003-03 0.9057193 412.5639 0.00000 297.5205 0.01861087 100701.1 0.0000000
02/22/2003-06 0.9462992 409.7927 0.00000 296.8876 0.01768227 100738.7 0.0000000
02/22/2003-09 1.0130650 409.7165 20.76501 297.3089 0.01800243 100792.8 0.0000000
02/22/2003-12 1.0382530 420.2343 388.29080 300.2726 0.02149226 100695.1 0.0000000
02/22/2003-15 1.0218650 419.1469 715.09580 305.7788 0.02988023 100445.7 0.0000000
02/22/2003-18 1.0360280 430.6128 430.84620 306.5350 0.03161283 100435.4 0.0000000
02/22/2003-21 1.0807440 431.4407 83.27624 302.5411 0.02450882 100664.3 0.0000000
02/23/2003-00 0.9686098 422.5408 0.00000 299.4897 0.01928161 100773.9 0.0000000
02/23/2003-03 0.6996263 422.7627 0.00000 298.3717 0.01797022 100764.6 0.0000000
02/23/2003-06 0.5514368 420.0306 0.00000 298.4011 0.01895423 100804.9 0.0000000
02/23/2003-09 0.5240411 419.7586 19.10156 299.5779 0.02101734 100894.7 0.0000000
02/23/2003-12 0.6110056 429.4411 313.53810 301.6829 0.02423071 100860.6 0.0000000
02/23/2003-15 0.8123304 428.8294 572.70100 304.7161 0.02922012 100702.5 0.0000000
02/23/2003-18 0.8954489 436.4815 354.75930 304.7023 0.02922988 100676.6 0.0000000
02/23/2003-21 0.8603613 437.1191 76.49496 301.6414 0.02407003 100782.8 2.2113170
02/24/2003-00 0.7791098 425.6929 0.00000 299.6227 0.02069427 100816.0 2.1616240
02/24/2003-03 0.6516946 425.8947 0.00000 298.6331 0.01942507 100776.1 0.0000000
02/24/2003-06 0.6110759 418.7115 0.00000 298.4458 0.01963572 100831.1 0.0000000
02/24/2003-09 0.6572537 418.5761 17.88810 299.0608 0.02062003 100981.0 0.0000000
02/24/2003-12 0.6599286 426.2804 334.17040 301.3404 0.02374663 100889.5 1.7392380
02/24/2003-15 0.6191007 425.4880 615.07960 305.2845 0.02995880 100556.6 4.5717110
02/24/2003-18 0.7145348 428.4587 382.71880 305.1686 0.02959868 100497.7 2.0870860
02/24/2003-21 0.9462308 429.3055 83.92138 300.9926 0.02317127 100712.7 1.6274300
02/25/2003-00 1.0000350 417.7601 0.00000 298.7161 0.02037486 100787.1 0.0000000
02/25/2003-03 0.8759474 418.0063 0.00000 297.4830 0.01885361 100720.6 0.0000000
02/25/2003-06 0.8456907 418.4821 0.00000 297.1635 0.01819588 100761.5 0.0000000
02/25/2003-09 0.9092652 418.3731 20.01284 297.7574 0.01864908 100909.9 0.0000000
